model,kind,metric,oof_spearman,ci_low,ci_high,delta_vs_equal
equal_weights,fixed,,0.14167716850200704,0.12364433496557609,0.16259316814303532,0.0
best_single_indicator,single_indicator,DeltaQ0,0.2520264631534257,0.23178838320166884,0.27129772187044343,0.11034929465141866
reference_count,bibliometric,,0.18208678072543946,0.16379291302431429,0.20360926965552625,0.04040961222343242
cited_by_count,bibliometric,,-0.0679852073969303,-0.08980108626638612,-0.047428184985137026,-0.20966237589893733
random_dirichlet_median,sampled_weights,,0.12567812139090231,,,-0.015999047111104725
learned_weight_oof,learned_hybrid,,0.32363688029302995,0.302802879948244,0.3477752374498259,0.1819597117910229
