model,kind,metric,oof_spearman,ci_low,ci_high,delta_vs_equal
equal_weights,fixed,,0.16301244403047194,0.1454896612146298,0.17961042357977416,0.0
best_single_indicator,single_indicator,RTD,0.18065416127109596,0.16513763712320426,0.1976247821771775,0.017641717240624022
reference_count,bibliometric,,-0.018641768855600357,-0.033029792842654705,-0.00035996147480415764,-0.1816542128860723
cited_by_count,bibliometric,,-0.09298492980925505,-0.10817037214025604,-0.07337856064571928,-0.255997373839727
random_dirichlet_median,sampled_weights,,0.16644576837236022,,,0.003433324341888283
learned_weight_oof,learned_hybrid,,0.24827866603475088,0.23093179888986234,0.2671066474814231,0.08526622200427894
