horizon,outer_fold_id,selection_model_id,parameter_id,inner_expected_spearman,inner_uptake_brier,selection_objective,complexity,selected
5,5,primary,medium_flexible,0.8223540229237832,0.09552102046830618,0.8128019208769526,31,True
5,5,primary,large_regularized,0.8218465999208766,0.09539516049527083,0.8123070838713495,63,False
5,5,primary,medium,0.8206176462970745,0.09522886441928376,0.8110947598551461,31,False
5,5,primary,medium_slow,0.8202204987879054,0.09527078269073426,0.810693420518832,31,False
5,5,primary,shallow_smooth,0.8170657263826947,0.0956306673487308,0.8075026596478216,15,False
5,5,primary,compact,0.8165791804530944,0.09555989443268169,0.8070231910098262,15,False
