horizon,outer_fold_id,selection_model_id,parameter_id,inner_expected_spearman,inner_uptake_brier,selection_objective,complexity,selected
5,3,primary,large_regularized,0.8050126243867732,0.10312516357130172,0.7947001080296431,63,True
5,3,primary,medium_flexible,0.8047826039439329,0.10338480603134076,0.7944441233407988,31,False
5,3,primary,medium_slow,0.8030275824845484,0.10459303243528857,0.7925682792410196,31,False
5,3,primary,medium,0.8029849712124643,0.10464745016696253,0.792520226195768,31,False
5,3,primary,shallow_smooth,0.8004548485000654,0.10488646901212158,0.7899662015988532,15,False
5,3,primary,compact,0.8004180123980156,0.1048166966581229,0.7899363427322033,15,False
