community,label,n_papers,cited_by_count,first_year,anchor_labels,x,y
1,Graphene / Applications,213,510296,2005,,-0.4645668230817074,0.04382731519203453
2,Materials / Applications,139,61319,2005,,0.5941792706801903,0.48630055194221344
4,Materials / Applications,133,30457,2013,,-0.21605447088135732,0.9940109254008727
5,Materials / Supercapacitor,112,53386,2012,,0.22064522921018503,-0.055047680219147854
6,Materials / Applications,94,28384,2009,,0.023930879707815045,-0.6904263151225354
3,Graphene / Applications,88,33962,2014,,1.0,1.0
7,Applications / Materials,82,39095,2014,,-1.0,0.7340951698349998
0,Tellurium / Semiconductor,5,66505,2004,Novoselov 2004,-0.4630246058692685,-1.0
