metric,label,active_for_learning,valid_ratio,missing_rate,zero_rate,unique_count,iqr,field_year_fallback_ratio,field_fallback_ratio,global_fallback_ratio,validity_flag
B,B,1,1.0,0.0,0.0015182186234817814,3824,0.2738662893547836,0.3723009446693657,0.1513157894736842,0.22098515519568152,ok
RS,RS,1,1.0,0.0,0.23970985155195682,4203,0.34050120374715437,0.3723009446693657,0.1513157894736842,0.22098515519568152,ok
DeltaQ0,ΔQ0,1,1.0,0.0,0.22992577597840755,3929,0.013135289821441902,0.3723009446693657,0.1513157894736842,0.22098515519568152,ok
Uzzi,Uzzi,1,0.7602901484480432,0.2397098515519568,0.847570445972931,640,0.0,0.4783669846904815,0.20479254493010873,0.27357443976037277,ok
RTD,RTD,1,1.0,0.0,0.23970985155195682,1114,0.4355966942148761,0.3723009446693657,0.1513157894736842,0.22098515519568152,ok
BurtIP,Burt IP,1,1.0,0.0,0.0,1520,0.22013002811418692,0.3723009446693657,0.1513157894736842,0.22098515519568152,ok
PDE,PDE,1,1.0,0.0,0.0,1222,0.7823263914980615,0.3723009446693657,0.1513157894736842,0.22098515519568152,ok
