metric,label,active_for_learning,valid_ratio,missing_rate,zero_rate,unique_count,iqr,field_year_fallback_ratio,field_fallback_ratio,global_fallback_ratio,validity_flag
B,B,1,1.0,0.0,0.002555533713387065,3116,0.3118739287032761,0.23196382936897975,0.12404167485747986,0.1079221545114999,ok
RS,RS,1,1.0,0.0,0.5234912522115196,2137,0.21777653398071628,0.23196382936897975,0.12404167485747986,0.1079221545114999,ok
DeltaQ0,ΔQ0,1,1.0,0.0,0.303715352860232,2899,0.011460970774062142,0.23196382936897975,0.12404167485747986,0.1079221545114999,ok
Uzzi,Uzzi,1,0.47650874778848046,0.5234912522115196,0.7941419141914191,360,0.0,0.5495049504950495,0.3147689768976898,0.23473597359735973,ok
RTD,RTD,1,1.0,0.0,0.33045016709258895,581,0.44897959183673464,0.23196382936897975,0.12404167485747986,0.1079221545114999,ok
BurtIP,Burt IP,1,1.0,0.0,0.0,1028,0.2618816641403051,0.23196382936897975,0.12404167485747986,0.1079221545114999,ok
PDE,PDE,1,1.0,0.0,0.0,441,0.47413931305683743,0.23196382936897975,0.12404167485747986,0.1079221545114999,ok
