delta,label,primary_candidate,active,contributing,diagnostic_only,nonzero_rate,global_mad,z_cap_hit_rate,control_mad_zero_rate,scale_floor_use_rate,reliability_weight,drop_reasons
community_reach,Community reach,1,1,1,0,0.9408295655592688,2.3410066328521264,0.04993119716925496,0.03243562020837429,0.06192254767053273,0.8348966119044219,
field_entropy,Field entropy,1,1,1,0,0.9408295655592688,0.5138229655737179,0.023196382936897974,0.3351680754865343,0.3542362885787301,0.544917172538654,
cross_community_adoption,Cross-community adoption,1,1,1,0,0.7475919009239237,0.4235941967595044,0.013170827599764104,0.038136426184391586,1.0,0.5142954834452842,
path_shortening,Path shortening,1,1,0,1,0.13721250245724395,0.06502796202367017,0.06664045606447808,1.0,1.0,0.08609048822498414,low_reliability_weight;near_constant_controls
modularity_shock,Modularity shock −ΔQ,1,1,0,1,0.43031256143109886,0.014769372137715883,0.07076862590918026,0.7833693729113427,1.0,0.12111871383164886,low_reliability_weight
partition_change,Partition divergence,1,1,1,0,0.8454885000982898,0.22206002845825884,0.0473756634558679,0.0,0.08610182818950265,0.8571626244004164,
boundary_mixing,Boundary mixing ↑,1,1,1,0,0.8922744250049145,0.17246546449756,0.04128169844702182,0.0,0.11676823275014743,0.8580542438124694,
post_perturbation_concentration,Compression diagnostic,0,0,0,0,0.9408295655592688,0.429000614483928,0.006290544525260468,0.03243562020837429,0.07135836445842343,0.4624247693775546,diagnostic_or_consolidation_outcome
hub_formation,Hub formation ↑,1,1,0,1,1.0,0.0039669299860708475,0.0064871240416748575,1.0,1.0,0.10836895166952178,low_reliability_weight;near_constant_controls
