variable,kind,n,spearman_with_rgpm,nonzero_rate,median,iqr,cap_hit_rate
RGPM_breadth_component,mechanism_component,5928,0.62787155634319,0.5867071524966262,0.3035233373059056,1.7496511198923133,
RGPM_brokerage_component,mechanism_component,5928,0.4114248139689651,0.20006747638326586,0.0,0.0,
RGPM_boundary_component,mechanism_component,5928,0.7644638148139443,0.7419028340080972,0.5861269946361025,1.5301653950493734,
RGPM_consolidation_component,mechanism_component,5928,-0.20692297310352392,0.3635290148448043,0.0,0.4726923658352235,
community_reach_z,delta_z,5928,0.30627638374607935,0.7213225371120108,0.0,1.3489815189531904,0.06393387314439947
field_entropy_z,delta_z,5928,0.4355404027697423,0.8503711201079622,0.0,1.423815231042365,0.04335357624831309
cross_community_adoption_z,delta_z,5928,0.6068892065311509,0.775472334682861,0.0,1.5434423378481517,0.03458164642375169
path_shortening_z,delta_z,5928,0.41150661553766116,0.21761133603238866,0.0,0.0,0.06562078272604588
modularity_shock_z,delta_z,5928,0.3370452070064481,0.48819163292847506,0.0,0.5769730142605762,0.07928475033738192
partition_change_z,delta_z,5928,0.5766235626674416,0.8609986504723347,0.030931092017050358,1.4870508684083688,0.05566801619433198
boundary_mixing_z,delta_z,5928,0.4181559385871237,0.8685897435897436,0.011371643592115621,1.6026817678295984,0.0808029689608637
post_perturbation_concentration_z,delta_z,5928,-0.27878346841994067,0.8837719298245614,-0.08667513589696614,1.2262613522849368,0.036605937921727394
hub_formation_z,delta_z,5928,0.019447196705561887,0.0023616734143049934,0.0,0.0,0.001855600539811066
community_reach,delta_raw,5928,0.24483713032018264,0.8527327935222672,2.0,3.0,
field_entropy,delta_raw,5928,0.33105222416170943,0.8527327935222672,0.2868359830541607,0.7555647750680905,
cross_community_adoption,delta_raw,5928,0.5085320283531387,0.6086369770580297,0.12732200049273218,0.5,
path_shortening,delta_raw,5928,0.38252031912480006,0.20512820512820512,0.0,0.0,
modularity_shock,delta_raw,5928,0.32016536637667153,0.41228070175438597,0.0,0.007253358354509196,
partition_change,delta_raw,5928,0.5073984074852518,0.7366734143049932,0.10803154614560004,0.23645279766002797,
boundary_mixing,delta_raw,5928,0.3570576645951854,0.8372132253711201,0.0032650276552715555,0.13362705501484143,
post_perturbation_concentration,delta_raw,5928,-0.21130383190309757,0.8527327935222672,0.6735971449495912,0.6004766360795466,
hub_formation,delta_raw,5928,0.019445069632215994,1.0,1.0,0.0,
