focus_id,domain,display_community,focus_label,cluster_x,cluster_y,historical_size,historical_citations,hist_scored_papers,hist_mean_score,hist_max_score,hist_top_tail_score,hist_landmarks,recent_hist_size,prior_hist_size,future_papers,future_citations,future_mean_citations,future_landmarks,future_rgpm_top_tail,future_rgpm_mean,top_future_paper,top_future_year,top_future_citations,predicted_score,realized_score,growth_only_score,citation_only_score,prediction_eligible,realization_eligible,predicted_rank,realized_rank,is_hotspot,is_landmark_related,forecast_category
ipsc_reprogramming::200542,ipsc_reprogramming,200542,Zebrafish Biomedical Research Applications,-0.0095706151999838,0.0207023341790477,61.0,11698.0,29.0,1.063773521415111,2.503126739751866,1.9968325056630636,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9410215768536385,0.45223729883243924,0.5265698958662038,0.9766487851057116,True,False,1.0,,False,False,predicted_only
crispr::814,crispr,814,Salmonella and Campylobacter epidemiology,-0.0248109202863813,0.0223567529930985,23.0,2819.0,18.0,0.3292099034861097,1.1585033945203749,1.05292205023461,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9390750065169371,0.45223729883243924,0.5224992111076049,0.9286841274850111,True,False,2.0,,False,False,predicted_only
ipsc_reprogramming::200030,ipsc_reprogramming,200030,Angiogenesis and VEGF in Cancer,-0.0006363647253557,-0.0049128304458281,49.0,13438.0,19.0,0.8343999876426261,2.1810026546196184,1.8171503489610623,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9297127143694335,0.45223729883243924,0.5259308930261912,0.9810665825181445,True,False,3.0,,False,False,predicted_only
crispr::768,crispr,768,RNA modifications and cancer,-0.0168242272780368,-0.0014752578190964,183.0,26722.0,96.0,0.018750419135346634,1.6738112595395878,1.0199757761360735,0.0,7.0,14.0,1.0,47.0,47.0,0.0,0.0,0.0,Programmable System of Cas13-Mediated RNA Modification and Its Biological and Biomedical Applications,2021,47.0,0.9245637813035089,0.8619438308614704,0.9073366992742189,0.9889555064689176,True,False,4.0,,False,False,predicted_only
ipsc_reprogramming::200449,ipsc_reprogramming,200449,Reproductive Biology and Fertility,-0.0179245033982478,0.0095637533303395,131.0,18507.0,44.0,0.5304695441605275,2.327114683683688,1.5285928523549834,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9233889853759825,0.45223729883243924,0.5277295676869674,0.9851688229725466,True,False,5.0,,False,False,predicted_only
transformer_foundation_models::300491,transformer_foundation_models,300491,Natural Language Processing Techniques,0.0303447410973415,-0.0413903044381096,2704.0,298063.0,1192.0,0.04062915617453719,2.189574948219694,1.1073748443635822,2.0,397.0,670.0,70.0,11458.0,163.68571428571428,0.0,0.0,0.0,LLaMA: Open and Efficient Foundation Language Models,2023,3891.0,0.9225239888640137,0.9301798674660777,0.9089775954559798,0.9990533291259073,True,True,6.0,26.0,False,True,predicted_only
transformer_foundation_models::300363,transformer_foundation_models,300363,Information Retrieval and Search Behavior,0.0323832265883663,-0.0454208059808847,50.0,7775.0,24.0,0.28295308590462936,1.5754051721237037,1.1912163858619191,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.922307352477122,0.45223729883243924,0.5260492268854527,0.9671820763647838,True,False,7.0,,False,False,predicted_only
ipsc_reprogramming::200414,ipsc_reprogramming,200414,Pluripotent Stem Cells Research,-0.0017163140381458,0.0079083740095956,4316.0,948862.0,1671.0,0.015639077187209822,2.6571718844400665,1.2760874167325462,7.0,729.0,933.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9218530402406773,0.45223729883243924,0.5288655727358788,0.9993688860839381,True,False,8.0,,False,True,predicted_only
crispr::767,crispr,767,RNA and protein synthesis mechanisms,-0.0234163429432896,0.005029405424089,144.0,20534.0,46.0,0.45041988641987774,2.3109298548442605,1.4888560977729035,0.0,5.0,28.0,1.0,386.0,386.0,0.0,0.0,0.0,Sequence modeling and design from molecular to genome scale with Evo,2024,386.0,0.92047079345044,0.8804228463237614,0.9075418112969391,0.9867466077627012,True,False,9.0,,False,False,predicted_only
crispr::900,crispr,900,Trypanosoma species research and implications,-0.0255721085793711,-0.0185103210428838,141.0,7867.0,80.0,0.005532273725058984,1.8875393252257295,0.8818980113527641,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.919224177481766,0.45223729883243924,0.5278242347743767,0.9687598611549385,True,False,10.0,,False,False,predicted_only
crispr::100,crispr,100,Bacteriophages and microbial interactions,-0.0381894868303475,0.0115559143903953,95.0,25351.0,56.0,0.002709879768747397,1.439722812024669,0.7285892790719499,0.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9166311803491056,0.45223729883243924,0.527327232565478,0.9880088355948249,True,False,11.0,,False,False,background
ipsc_reprogramming::200179,ipsc_reprogramming,200179,Erythrocyte Function and Pathophysiology,-0.0183858701249228,0.0180445836603669,25.0,3405.0,8.0,0.8898406378019569,2.0066920925273344,1.8382470453087478,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9161969075418114,0.45223729883243924,0.5229015462290943,0.9387819501420006,True,False,12.0,,False,False,background
ipsc_reprogramming::200133,ipsc_reprogramming,200133,Congenital heart defects research,-0.0008276123492421,0.0056465162930651,97.0,26776.0,22.0,0.5512014151687746,1.7915146959706292,1.5959285804711425,0.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9135671274232009,0.45223729883243924,0.5274455664247396,0.9892710634269486,True,False,13.0,,False,False,background
crispr::766,crispr,766,RNA Research and Splicing,-0.0187634615199255,0.0003047341385837,73.0,14279.0,20.0,0.5397068575782296,1.688203568661141,1.4247076707920767,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9123388822367369,0.45223729883243924,0.5268302303565793,0.9820132533922373,True,False,14.0,,False,False,background
ipsc_reprogramming::200068,ipsc_reprogramming,200068,CRISPR and Genetic Engineering,0.0007647674521376,0.0076842732757309,350.0,87766.0,50.0,0.6147385393736681,2.662255849107888,1.9612977048216542,0.0,117.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9116224135599332,0.45223729883243924,0.528439570842537,0.9965288734616599,True,False,15.0,,False,False,background
ipsc_reprogramming::200212,ipsc_reprogramming,200212,Genomics and Chromatin Dynamics,-0.0124463723731599,0.0114459193717154,80.0,35050.0,15.0,0.8777174783767958,2.00057455381115,1.7651423369775827,0.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9114038340170401,0.45223729883243924,0.5269722309876932,0.9908488482171032,True,False,16.0,,False,False,background
ipsc_reprogramming::200257,ipsc_reprogramming,200257,Immunotherapy and Immune Responses,-0.0243215198427629,0.030970864115347,18.0,5199.0,5.0,0.8199441120042508,1.9085450218770288,1.9085450218770288,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9111857929245119,0.45223729883243924,0.5207952035342379,0.9526664562953613,True,False,17.0,,False,False,background
ipsc_reprogramming::200385,ipsc_reprogramming,200385,Pancreatic function and diabetes,-0.0097175210052632,0.0071505373567943,175.0,41336.0,60.0,0.0009822883567654705,1.7517909790994146,1.1024706475051855,0.0,46.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9111490781228869,0.45223729883243924,0.5281555695803092,0.9924266330072579,True,False,18.0,,False,False,background
ipsc_reprogramming::200350,ipsc_reprogramming,200350,Neurogenesis and neuroplasticity mechanisms,0.0059325551394455,-0.0022883254741844,93.0,29169.0,30.0,0.5330271139751694,1.7159759567149493,1.2212707086575152,0.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9109011695965961,0.45223729883243924,0.527256232249921,0.9899021773430104,True,False,19.0,,False,False,background
ipsc_reprogramming::200112,ipsc_reprogramming,200112,Chromatin Remodeling and Cancer,-0.0134513152840752,-0.0164346366575072,14.0,3171.0,5.0,0.9650105499960253,1.6115209578529677,1.6115209578529677,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9108483974214487,0.45223729883243924,0.5185468602082676,0.9349952666456295,True,False,20.0,,False,False,background
ipsc_reprogramming::200032,ipsc_reprogramming,200032,Animal Genetics and Reproduction,-0.0177847085205208,0.0127953546613411,90.0,11035.0,23.0,0.6095425492965255,1.670270184287848,1.3477145645662842,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.908376634760352,0.45223729883243924,0.5272088987062165,0.9747554433575261,True,False,21.0,,False,False,background
crispr::510,crispr,510,Legionella and Acanthamoeba research,-0.0452709045292072,0.0070258392591917,5.0,377.0,3.0,1.0346581487838156,2.089660075755003,2.089660075755003,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9077627011675607,0.45223729883243924,0.5044177974124329,0.7686967497633322,True,False,22.0,,False,False,background
ipsc_reprogramming::200101,ipsc_reprogramming,200101,Cellular Mechanics and Interactions,-0.0129065801567155,0.0345842308576513,26.0,7977.0,6.0,0.7013482566639673,1.642630560684183,1.6266574530000475,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9074820982110348,0.45223729883243924,0.5231145471757652,0.9690754181129694,True,False,23.0,,False,False,background
ipsc_reprogramming::200082,ipsc_reprogramming,200082,Cancer-related Molecular Pathways,-0.0144066020392816,0.0167399632137509,29.0,9515.0,7.0,0.7682999821191524,1.629481027326895,1.5173327258294251,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9067381203686575,0.45223729883243924,0.5234458819816976,0.9722309876932786,True,False,24.0,,False,False,background
crispr::128,crispr,128,CRISPR and Genetic Engineering,-0.0340085432189021,0.0100357596094874,3233.0,957904.0,861.0,0.03701154684288271,2.6803558469045905,1.0832165199169388,3.0,1073.0,1819.0,879.0,84629.0,96.27872582480092,0.0,0.0,0.0,The evolution of commercial drug delivery technologies,2021,1274.0,0.904050355589648,0.9328305459135374,0.9248501104449353,0.9996844430419691,True,True,25.0,17.0,False,True,background
graphene_2d_materials::100206,graphene_2d_materials,100206,Corrosion Behavior and Inhibition,0.0268172159505719,0.0201555885553947,22.0,1372.0,5.0,0.8361473030599068,2.1607293632933846,2.1607293632933846,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9039011446111478,0.45223729883243924,0.5220732092142631,0.8863994951088672,True,False,26.0,,False,False,background
ipsc_reprogramming::200314,ipsc_reprogramming,200314,MicroRNA in disease regulation,0.0012747248837157,0.0086516010187965,85.0,42518.0,41.0,-0.16672015521239317,1.2413609502949905,0.6786833665708012,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.903602917973753,0.45223729883243924,0.5271615651625118,0.9930577469233196,True,False,27.0,,False,False,background
transformer_foundation_models::300255,transformer_foundation_models,300255,Expert finding and Q&A systems,0.0394776312337518,-0.0686511540054204,16.0,2000.0,5.0,0.9095947308826011,1.4734459460133444,1.4734459460133444,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9029382297254654,0.45223729883243924,0.519919532975702,0.9116440517513411,True,False,28.0,,False,False,background
ipsc_reprogramming::200143,ipsc_reprogramming,200143,Cytokine Signaling Pathways and Interactions,0.0027804547520872,-0.0015588773949755,34.0,8270.0,8.0,0.7855293857162771,1.5172838803069597,1.3742490925960813,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9027531416479497,0.45223729883243924,0.5242268854528243,0.9709687598611549,True,False,29.0,,False,False,background
ipsc_reprogramming::200447,ipsc_reprogramming,200447,Renal and related cancers,-0.0037550360590043,-0.0018277790441541,116.0,23244.0,12.0,0.689589844336114,1.84931143060162,1.6352781399006604,0.0,46.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.902468525913755,0.45223729883243924,0.5276349005995582,0.987377721678763,True,False,30.0,,False,False,background
graphene_2d_materials::100572,graphene_2d_materials,100572,Molecular Junctions and Nanostructures,0.0259929020318761,0.0018659588331484,62.0,3996.0,12.0,0.7637262214906618,2.082515221176833,1.463178543432435,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9022264070277588,0.45223729883243924,0.5266408961817608,0.9450930893026191,True,False,31.0,,False,False,background
ipsc_reprogramming::200001,ipsc_reprogramming,200001,3D Printing in Biomedical Research,0.0056880174834855,0.012337362657546,165.0,37739.0,31.0,0.6139223818190255,2.3057657116055545,1.3091056179623717,0.0,68.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9021517159604884,0.45223729883243924,0.5281082360366045,0.9921110760492269,True,False,32.0,,False,False,background
graphene_2d_materials::100021,graphene_2d_materials,100021,Advanced Chemical Physics Studies,0.0314392422199915,0.0221866068082852,28.0,57293.0,3.0,1.0460850898208705,2.064317715648,2.064317715648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.901594689627192,0.45223729883243924,0.5233512148942884,0.9949510886715052,True,False,33.0,,False,False,background
ipsc_reprogramming::200079,ipsc_reprogramming,200079,"Cancer, Hypoxia, and Metabolism",0.0329651475985078,0.0168431959153681,23.0,12271.0,6.0,0.8312729045144919,1.410253644768665,1.3161173166727345,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9015681808827363,0.45223729883243924,0.5224992111076049,0.9785421268538971,True,False,34.0,,False,False,background
ipsc_reprogramming::200203,ipsc_reprogramming,200203,Genetic Syndromes and Imprinting,-0.0128657603072116,0.0205239317592465,43.0,6497.0,8.0,0.682301854387348,1.5976679505510654,1.4669824230897008,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9012048404969656,0.45223729883243924,0.5253392237298832,0.9605553802461344,True,False,35.0,,False,False,background
graphene_2d_materials::100547,graphene_2d_materials,100547,Metal and Thin Film Mechanics,0.0013916737025179,0.0262636161514537,256.0,13719.0,62.0,0.034208370992341086,1.824185082325741,1.1270725294127928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9011957143420636,0.45223729883243924,0.5283922372988323,0.9813821394761755,True,False,36.0,,False,False,background
crispr::705,crispr,705,Plant Molecular Biology Research,-0.022172352963086,0.02166935584232,32.0,9955.0,4.0,1.1101175540489794,1.82572253844811,1.82572253844811,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9005151467339855,0.45223729883243924,0.5238718838750394,0.9731776585673714,True,False,37.0,,False,False,background
ipsc_reprogramming::200431,ipsc_reprogramming,200431,Proteoglycans and glycosaminoglycans research,0.0240607050585708,0.0480424883082351,13.0,1543.0,3.0,0.8679870754734423,2.206724427129757,2.206724427129757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8995174405903343,0.45223729883243924,0.517765856737141,0.8961817608078259,True,False,38.0,,False,False,background
transformer_foundation_models::300480,transformer_foundation_models,300480,Multimodal Machine Learning Applications,0.0165902127638195,-0.0366209041735563,51.0,26602.0,4.0,0.5507732594770278,1.7939256973655169,1.7939256973655169,0.0,26.0,22.0,90.0,30509.0,338.9888888888889,0.0,0.0,0.0,Learning Transferable Visual Models From Natural Language Supervision,2021,5296.0,0.8994114553363156,0.9384222152098455,0.9896102871568317,0.9886399495108867,True,True,39.0,2.0,True,False,unexpected_realized
ipsc_reprogramming::200168,ipsc_reprogramming,200168,Electrospun Nanofibers in Biomedical Applications,-0.0036877066391743,0.0217463398775437,36.0,5236.0,5.0,1.0350777628040813,1.6000634581488016,1.6000634581488016,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.898451842502016,0.45223729883243924,0.524652887346166,0.953928684127485,True,False,40.0,,False,False,background
crispr::140,crispr,140,Cancer-related gene regulation,-0.0039596191042507,-0.0213835224272675,8.0,510.0,4.0,0.6708892608036665,1.3241906515582706,1.3241906515582706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.898021457873146,0.45223729883243924,0.5122988324392552,0.7996213316503629,True,False,41.0,,False,False,background
ipsc_reprogramming::200500,ipsc_reprogramming,200500,TGF-β signaling in diseases,-0.0336828661849999,0.0207371163359746,17.0,6957.0,4.0,0.8306331174057837,1.4232971466167057,1.4232971466167057,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8979882315816827,0.45223729883243924,0.5204638687283054,0.962764278952351,True,False,42.0,,False,False,background
graphene_2d_materials::100157,graphene_2d_materials,100157,Chalcogenide Semiconductor Thin Films,0.0161681562370954,0.0140290332569537,95.0,4648.0,7.0,0.6182798594964561,2.3416172918396208,1.8249064859311956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8977186892760459,0.45223729883243924,0.527327232565478,0.9476175449668666,True,False,43.0,,False,False,background
ipsc_reprogramming::200408,ipsc_reprogramming,200408,Plant Molecular Biology Research,-0.0157157983795377,-0.0360310915670467,21.0,7337.0,3.0,1.185259053080704,1.7250169792773826,1.7250169792773826,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8974475950051842,0.45223729883243924,0.5215762070053644,0.9649731776585674,True,False,44.0,,False,False,background
ipsc_reprogramming::200274,ipsc_reprogramming,200274,Kruppel-like factors research,-0.0061998337731567,0.0194879021546463,25.0,9757.0,9.0,0.13196335985554702,1.0029892506347942,0.995091883366082,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8970224045440203,0.45223729883243924,0.5229015462290943,0.9728621016093405,True,False,45.0,,False,False,background
crispr::769,crispr,769,RNA regulation and disease,-0.022565607937865,-0.0060936984364142,31.0,2824.0,16.0,0.15976517106212637,1.5201774065907745,0.6489494074348501,0.0,2.0,4.0,2.0,274.0,137.0,0.0,0.0,0.0,Efficient in vitro and in vivo RNA editing via recruitment of endogenous ADARs using circular guide RNAs,2022,167.0,0.896617636580177,0.8971852319343643,0.9170558535815714,0.9296307983591038,True,True,46.0,141.0,False,False,background
ipsc_reprogramming::200510,ipsc_reprogramming,200510,Tissue Engineering and Regenerative Medicine,-0.0083731161702749,0.008239713121459,162.0,30053.0,30.0,0.43365583399272967,1.6630592022358146,1.137047006414649,0.0,61.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8959877517151104,0.45223729883243924,0.5280609024928999,0.9902177343010413,True,False,47.0,,False,False,background
crispr::765,crispr,765,RNA Interference and Gene Delivery,-0.029839293912903,0.0116933229096245,122.0,36425.0,30.0,0.270392473427436,1.2935727799426264,1.019840420773622,0.0,15.0,16.0,14.0,3808.0,272.0,0.0,0.0,0.0,Membrane-destabilizing ionizable phospholipids for organ-selective mRNA delivery and CRISPR–Cas gene editing,2021,606.0,0.8959502144235394,0.9277059009151152,0.9242505522246766,0.9911644051751342,True,True,48.0,34.0,False,False,background
ipsc_reprogramming::200379,ipsc_reprogramming,200379,Osteoarthritis Treatment and Mechanisms,0.0002696857877823,0.0285467267453324,40.0,6268.0,9.0,0.5177229778545889,1.41448180825951,1.2243993100494865,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8958354370463869,0.45223729883243924,0.5249605553802461,0.9589775954559798,True,False,49.0,,False,False,background
ipsc_reprogramming::200413,ipsc_reprogramming,200413,Platelet Disorders and Treatments,-0.0333574248513789,0.0237611532651819,21.0,2223.0,3.0,1.5349881797475142,1.8590718953271257,1.8590718953271257,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.895629986926926,0.45223729883243924,0.5215762070053644,0.9166929630798359,True,False,50.0,,False,False,background
crispr::170,crispr,170,Chromosomal and Genetic Variations,-0.0259617515198887,-0.016248574189117,23.0,3899.0,5.0,0.3204834763415373,1.3381917261373508,1.3381917261373508,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8956299477273039,0.45223729883243924,0.5224992111076049,0.9444619753865573,True,False,51.0,,False,False,background
transformer_foundation_models::300701,transformer_foundation_models,300701,Speech and dialogue systems,0.0301459350963063,-0.0574052469286883,109.0,4881.0,19.0,0.676754466596005,1.4642469061454677,1.2882586719433726,0.0,3.0,11.0,7.0,877.0,125.28571428571429,0.0,0.0,0.0,Role play with large language models,2023,375.0,0.8954936729382406,0.923490059955822,0.9721205427579678,0.949510886715052,True,True,52.0,51.0,False,False,background
graphene_2d_materials::100373,graphene_2d_materials,100373,Graphene research and applications,0.0112661236290154,-0.0230233840682639,2150.0,1671434.0,14.0,0.5508381855226809,1.746571847915673,1.6602099913651023,1.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8954634064006692,0.45223729883243924,0.5287235721047648,1.0,True,False,53.0,,False,True,background
ipsc_reprogramming::200456,ipsc_reprogramming,200456,Retinal Development and Disorders,0.0056264842569463,0.0124428972455907,154.0,28205.0,25.0,0.48157116860529664,1.602866150303059,1.2031806736571218,0.0,58.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8953123399163159,0.45223729883243924,0.5279425686336383,0.9895866203849795,True,False,54.0,,False,False,background
graphene_2d_materials::100000,graphene_2d_materials,100000,2D Materials and Applications,0.0169371913034898,-0.0095673461351441,512.0,292902.0,15.0,0.5740692502900782,2.177085712571258,1.5589905187017454,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8952427200023667,0.45223729883243924,0.5286289050173556,0.9987377721678763,True,False,55.0,,False,False,background
ipsc_reprogramming::200098,ipsc_reprogramming,200098,Cell Adhesion Molecules Research,-0.0084064496537926,0.0341836940645771,39.0,6071.0,6.0,0.5783726795122451,1.5600412625882534,1.3946016377694792,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8951637255139937,0.45223729883243924,0.5248895550646892,0.958346481539918,True,False,56.0,,False,False,background
ipsc_reprogramming::200504,ipsc_reprogramming,200504,"Telomeres, Telomerase, and Senescence",-0.0062394459579499,0.024468464525301,36.0,7091.0,5.0,0.682232482154396,1.4401467419912115,1.4401467419912115,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8951195610252095,0.45223729883243924,0.524652887346166,0.9633953928684128,True,False,57.0,,False,False,background
ipsc_reprogramming::200320,ipsc_reprogramming,200320,Mitochondrial Function and Pathology,0.0033511613007696,0.0053751437252267,63.0,10528.0,8.0,0.896482438019037,1.6709341157629731,1.3480894570675388,0.0,26.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8950019784920383,0.45223729883243924,0.5266882297254654,0.9741243294414642,True,False,58.0,,False,False,background
graphene_2d_materials::100150,graphene_2d_materials,100150,Catalysis and Hydrodesulfurization Studies,0.0222381490932425,0.0178214374383247,473.0,24919.0,124.0,0.027199774825813008,2.0428882670227337,0.9755412785059161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8948619054703432,0.45223729883243924,0.5285815714736509,0.9876932786367939,True,False,59.0,,False,False,background
ipsc_reprogramming::200534,ipsc_reprogramming,200534,Virus-based gene therapy research,0.0071306371385207,0.0269810633184821,43.0,5036.0,9.0,0.586132494236566,1.4062978124649832,1.2452757946881996,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8947705607373759,0.45223729883243924,0.5253392237298832,0.9504575575891449,True,False,60.0,,False,False,background
graphene_2d_materials::100335,graphene_2d_materials,100335,Fullerene Chemistry and Applications,-0.0031936677129248,0.0094429070490188,56.0,3452.0,3.0,1.065054199100282,1.847357530113248,1.847357530113248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8945966505882884,0.45223729883243924,0.526285894603976,0.9397286210160934,True,False,61.0,,False,False,background
transformer_foundation_models::300498,transformer_foundation_models,300498,Neural and Behavioral Psychology Studies,-0.02394113264833,-0.2293857960359819,54.0,18577.0,1.0,1.8415942261852665,1.8415942261852665,1.8415942261852665,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8944299521989645,0.45223729883243924,0.526214894288419,0.9854843799305775,True,False,62.0,,False,False,background
ipsc_reprogramming::200177,ipsc_reprogramming,200177,Epigenetics and DNA Methylation,-0.0026638157088017,0.0119352049485178,212.0,124343.0,59.0,-0.0013432096403020145,1.19914581342441,0.9106500617394233,0.0,26.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8939519936650453,0.45223729883243924,0.5282975702114231,0.9977911012937836,True,False,63.0,,False,False,background
ipsc_reprogramming::200539,ipsc_reprogramming,200539,Wnt/β-catenin signaling in development and cancer,-0.0077441349799724,0.0341068224079101,20.0,11243.0,5.0,0.6759031197899801,1.199833439322477,1.199833439322477,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8937535500157778,0.45223729883243924,0.5212212054275797,0.9753865572735879,True,False,64.0,,False,False,background
ipsc_reprogramming::200071,ipsc_reprogramming,200071,Cancer Cells and Metastasis,0.0007968858512525,-0.0106263245974325,79.0,37288.0,13.0,0.6747168546162474,1.5605518133428988,1.180312518740502,0.0,17.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8934452828229166,0.45223729883243924,0.5269248974439886,0.991795519091196,True,False,65.0,,False,False,background
crispr::582,crispr,582,Microbial Community Ecology and Physiology,-0.0586880758280621,-0.0035784545112841,20.0,2143.0,7.0,0.3624473768890479,1.0698705832240316,1.0631949088219264,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8933780372357212,0.45223729883243924,0.5212212054275797,0.9138529504575575,True,False,66.0,,False,False,background
ipsc_reprogramming::200366,ipsc_reprogramming,200366,Nuclear Receptors and Signaling,-0.0039869718865013,0.0285897888146705,23.0,3645.0,7.0,0.5387064759367505,1.5134641090168297,1.065336360749741,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8933189732050982,0.45223729883243924,0.5224992111076049,0.9431997475544336,True,False,67.0,,False,False,background
crispr::64,crispr,64,Antimicrobial Resistance in Staphylococcus,-0.0474353541804339,0.0511185207659221,9.0,980.0,5.0,0.34583685833138345,0.9406408599951734,0.9406408599951734,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8932772343185723,0.45223729883243924,0.5141448406437361,0.8587882612811613,True,False,68.0,,False,False,background
crispr::581,crispr,581,MicroRNA in disease regulation,-0.0055573835466364,0.0080585150055865,43.0,13390.0,16.0,0.29926879370154863,0.9198995819433156,0.7505382218764024,0.0,0.0,9.0,2.0,2315.0,1157.5,0.0,0.0,0.0,Noncoding RNA therapeutics — challenges and potential solutions,2021,1535.0,0.8925706150425268,0.9143010413379615,0.9771615651625118,0.9807510255601136,True,True,69.0,84.0,False,False,background
transformer_foundation_models::300688,transformer_foundation_models,300688,Software Engineering Research,0.009361415732446,-0.0412236644347793,35.0,6244.0,3.0,0.10990868533081559,1.5638279058899167,1.5638279058899167,0.0,14.0,17.0,46.0,7291.0,158.5,0.0,0.0,0.0,Evaluating Large Language Models Trained on Code,2021,1423.0,0.8925474462426183,0.9374250552224678,0.9875276112338277,0.9586620384979488,True,True,70.0,5.0,True,False,unexpected_realized
