snapshot_index,rolling_start,rolling_end,cumulative_start,cumulative_end,n_cumulative_papers,n_rolling_papers,new_nodes,new_edges,new_edge_weight,edge_gain_rate,cross_community_edge_weight,cross_display_edge_weight,hidden_node_ratio,displayed_topics,new_display_topics,display_saturation,topic_birth_rate,anchor_citer_count,anchor_citer_reach,field_entropy,field_entropy_gain,paper_burst_yoy
1,1990,1994,1990,1994,657,657,657,4728,13458.312594834752,13458.312594834752,1101.614930999078,1082.1416088824085,0.3318112633181126,6,6,0.26666666666666666,1.0,0,0.0,2.5239375915261504,0.0,0.0
2,1995,1999,1990,1999,1492,835,835,11263,32041.041060263262,2.3807621374882086,11495.81370124294,10282.465274064158,0.38471849865951746,7,1,0.5238095238095238,0.14285714285714285,0,0.0,2.759518103530248,0.23558051200409746,0.2709284627092845
3,2000,2004,1990,2004,2392,900,900,19109,54502.80960573349,1.1978809637360248,20215.287733888792,13223.769887066339,0.387123745819398,8,1,0.6785714285714286,0.125,1,0.0011111111111111111,2.2624894255772903,-0.4970286779529576,0.07784431137724557
4,2005,2009,1990,2009,3292,900,900,39128,115666.94817249487,1.1566444604883028,55832.35780672711,12260.849367170873,0.4231470230862697,8,0,1.0,0.0,288,0.32,2.12150613626802,-0.14098328930927018,0.0
5,2010,2014,1990,2014,4500,1208,1208,75772,225880.40586983212,1.047347041811496,114473.21063054877,13085.216128782547,0.46111111111111114,8,0,1.0,0.0,512,0.423841059602649,2.9070236000288268,0.7855174637608067,0.3422222222222222
