run_name,run_dir,cohort,target_col,feature_set,feature_expansion,cohort_domain_min_rows,n_rows,n_domains,min_rows_per_domain,max_domain_share,learned_oof_spearman,equal_weight_oof_spearman,learned_vs_equal_delta,best_single_oof_spearman,latest_fold_test_spearman,n_contributing_graph_deltas,top_bottom_enrichment,top_bottom_enrichment_finite_max,top_bottom_enrichment_had_infinite,v6a_gate_pass
moderate__RGPM_latent_future_percentile__publication_day_plus__linear,outputs\redraw_v6a_best_fig3_exact_v6a_locked\runs\moderate__RGPM_latent_future_percentile__publication_day_plus__linear,moderate,RGPM_latent_future_percentile,publication_day_plus,linear,20,2197,10,76,0.1679563040509786,0.546554342701666,0.13123086565736816,0.41532347704429784,0.3186398676082614,0.6421779791052799,5,999.0,24.5,True,1
