w_B,w_RS,w_DeltaQ0,w_Uzzi,w_RTD,w_BurtIP,w_PDE,cv_spearman,cv_spearman_delta_vs_equal
0.0350943,0.09924318,0.22023688,0.06068755,0.40856192,0.01042436,0.16575181,0.20196536425963696,0.012700494903770176
0.40979063,0.03939703,0.05570259,0.03688366,0.01105646,0.27183241,0.17533722,0.09016476753324572,-0.09910010182262106
0.11599502,0.13400244,0.00069966,0.07416779,0.06033996,0.58326716,0.03152796,0.08212940700245638,-0.1071354623534104
0.05569344,0.48919682,0.03218956,0.12484183,0.09363349,0.02685147,0.1775934,0.13740228099422083,-0.05186258836164595
0.00503661,0.16279148,0.09673209,0.00498266,0.31084359,0.32368832,0.09592525,0.19418796358929405,0.0049230942334272665
0.2802381,0.16549872,0.11080237,0.01085259,0.0699907,0.24593372,0.1166838,0.13376111357297393,-0.05550375578289285
0.43025956,0.30146597,0.05474455,0.01317368,0.0567449,0.08260078,0.06101056,0.13756235528788782,-0.05170251406797896
0.03761941,0.13384201,0.01433789,0.23158325,0.17383003,0.15826718,0.25052023,0.17389050940765022,-0.015374359948216565
0.72217326,0.11939437,0.07878703,0.02555244,0.01394408,0.01516934,0.02497949,0.07984259996867107,-0.10942226938719571
0.07756541,0.16710341,0.11649397,0.0265204,0.10470677,0.1400616,0.36754845,0.18501892366943704,-0.004245945686429747
0.09959969,0.14747494,0.53998838,0.08748763,0.00692462,0.00765371,0.11087103,0.12416562066280856,-0.06509924869305822
0.01088752,0.00796778,0.04571632,0.0796643,0.11855014,0.17772152,0.55949242,0.16529419659420322,-0.023970672761663564
0.27923276,0.05295801,0.2612029,0.32002372,0.04258356,0.03851101,0.00548804,0.13182261128169417,-0.05744225807417261
0.16815556,0.05551142,0.31443544,0.08625942,0.03818846,0.20251391,0.1349358,0.14687858543668106,-0.042386283919185724
0.20920158,0.17588469,0.00239165,0.18468401,0.13148725,0.15775168,0.13859914,0.15645441991277778,-0.032810449443089
0.07282204,0.24765954,0.02782319,0.08617277,0.00051415,0.36558269,0.19942561,0.13865456588879227,-0.05061030346707451
0.05728657,0.07507923,0.11511303,0.33991256,0.24015023,0.04028284,0.13217554,0.20516700448942704,0.015902135133560258
0.34200782,0.20991407,0.1074882,0.15340016,0.06396448,0.0550022,0.06822307,0.15083285935051507,-0.03843201000535171
0.17778109,0.02722026,0.09367709,0.04971199,0.35921811,0.0304325,0.26195895,0.2096654691124997,0.020400599756632914
