delta,label,primary_candidate,active,nonzero_rate,global_mad,z_cap_hit_rate,control_mad_zero_rate,scale_floor_use_rate,reliability_weight,drop_reasons
community_reach,Community reach,1,1,0.8731535309253788,0.0,0.22747307728962166,0.842335366434766,0.842335366434766,0.0,low_reliability_weight;best_available_for_mechanism_balance
field_entropy,Field entropy,1,0,0.8731535309253788,0.0,0.11455255884875631,0.9212808539026017,0.9212808539026017,0.0,low_reliability_weight
cross_community_adoption,Cross-community adoption,1,1,0.22329171828838273,0.0,0.13132564566854094,0.9075097684170399,0.9076527208615267,0.0,low_reliability_weight;best_available_for_mechanism_balance
path_shortening,Path shortening,0,0,0.017821404746021157,0.0,0.016725436004955685,0.9977127608882111,0.9977127608882111,0.0,low_reliability_weight;diagnostic_or_consolidation_outcome
modularity_shock,Modularity shock −ΔQ,0,1,0.19603545220623272,0.0,0.08291241780234442,0.963404174211379,0.9825121509577813,0.0,low_reliability_weight;diagnostic_or_consolidation_outcome;best_available_for_mechanism_balance
partition_change,Partition divergence,1,0,0.29657867149528255,0.0,0.10914419136567236,0.8404531592490232,0.8545935385495091,0.0,low_reliability_weight
boundary_mixing,Boundary mixing ↑,1,0,0.34732678928809685,0.0,0.11705422662727533,0.8051439054607834,0.8560349756980844,0.0,low_reliability_weight
post_perturbation_concentration,Compression diagnostic,0,0,0.8731535309253788,0.0,0.21355903935957304,0.842335366434766,0.842335366434766,0.0,low_reliability_weight;diagnostic_or_consolidation_outcome
hub_formation,Hub formation ↑,0,0,1.0,0.0,0.007624130372629372,1.0,1.0,0.0,low_reliability_weight;diagnostic_or_consolidation_outcome
