fold,n_train,n_test,selected_lambda,train_spearman,test_spearman,model,linear_oof_spearman,equal_weight_spearman,delta_vs_linear,delta_vs_equal
0,83944,83944,,,0.3099235768370031,quadratic_ridge_oof,0.23564563275512662,0.18926486935586678,0.07427794408187649,0.12065870748113633
1,62958,20986,0.01,0.3099404257089492,0.30981389683851474,quadratic_ridge_oof_fold,0.23564563275512662,0.18926486935586678,,
2,62958,20986,0.01,0.30990176772604866,0.31002462653753016,quadratic_ridge_oof_fold,0.23564563275512662,0.18926486935586678,,
3,62958,20986,0.01,0.3100137582213777,0.3097749544454021,quadratic_ridge_oof_fold,0.23564563275512662,0.18926486935586678,,
4,62958,20986,0.01,0.30983675137790795,0.310074241085509,quadratic_ridge_oof_fold,0.23564563275512662,0.18926486935586678,,
