fold,model_kind,l2,w_B,w_RS,w_DeltaQ0,w_Uzzi,w_RTD,w_BurtIP,w_PDE,w_B_sq,w_RS_sq,w_DeltaQ0_sq,w_Uzzi_sq,w_RTD_sq,w_BurtIP_sq,w_PDE_sq,w_B_x_RS,w_B_x_DeltaQ0,w_B_x_Uzzi,w_B_x_RTD,w_B_x_BurtIP,w_B_x_PDE,w_RS_x_DeltaQ0,w_RS_x_Uzzi,w_RS_x_RTD,w_RS_x_BurtIP,w_RS_x_PDE,w_DeltaQ0_x_Uzzi,w_DeltaQ0_x_RTD,w_DeltaQ0_x_BurtIP,w_DeltaQ0_x_PDE,w_Uzzi_x_RTD,w_Uzzi_x_BurtIP,w_Uzzi_x_PDE,w_RTD_x_BurtIP,w_RTD_x_PDE,w_BurtIP_x_PDE
1,signed_pairwise,0.0,-0.17118842642770982,0.3857908857893782,0.5731900123980821,0.23755621900861548,0.25266370289281814,0.16676068562178245,-0.47024406218604897,-0.23044044332997254,0.665843649774491,0.26578495884482173,0.04070943795340477,0.11869569320087602,0.3913043317593104,-0.19236939366123051,-0.37513995769325326,-0.34209201959662117,0.1244477542161397,0.1833121314070956,-0.1801889053362499,0.5109516435792373,0.3949331731667922,-0.798036569913431,-0.7890719865630047,-0.3370894896028069,-0.27856238371143305,-0.00967316588225536,-0.36591617605537735,0.09822544164314453,-0.12587269558526737,0.4288571042257636,-0.10720865059733581,0.2861752330801654,-0.207758877075238,0.6751617665601348,0.46064484340599704
2,ridge_rank,0.1,-0.007366822313138103,-0.00798777997560806,0.0968686749010196,0.03524709498035259,0.04306447544802197,0.00765078298379885,-0.002068711933576876,-0.024708656822282102,0.1052657844311565,0.028098066770523553,-0.015322434918647076,0.013063386681573787,0.0665836618732962,-0.13569974491552603,0.09793000183488351,-0.016148075877996094,0.031143089306309792,0.03764791863232943,-0.03646266612588235,-0.08870432943944184,0.08866624140258231,-0.013868271892566952,-0.262494963915168,-0.09476390827274507,0.04924856658402541,-0.007958120346585046,-0.060182616457521515,-0.0019730320566210477,-0.06203705057718937,0.035893660641233664,-0.031020864668477414,-0.03893583309023951,-0.04384487721500039,0.2517905669723359,0.11583757242929402
3,ridge_rank,0.1,-0.02368851391614985,-0.08445679928524309,0.0988450169217576,0.029995221193589612,0.04274060689704865,0.027024514139001206,0.08118539255971659,-0.02022819613330132,0.036597194581522934,0.02693098824772965,-0.016696888379079237,-0.0004381296687987577,0.051074985435932384,-0.20503842630476446,0.07861554695590162,3.190552739878048e-05,0.010107937811741931,0.037894200774942384,-0.02646598880617422,-0.0554331306851256,0.05590663334301758,-0.028842079482718243,-0.19931815773640724,-0.05175934040530034,0.1514428298138815,-0.0019396466754982495,-0.06285795216382986,-0.0065193843555574164,-0.03379453071941653,0.019583069559742632,-0.009721621404959899,-0.005536178163374806,-0.04257477622094491,0.22564732568509993,0.050983181242406216
4,ridge_rank,0.1,-0.028719556588206772,-0.05610387451672995,0.09731559674039555,0.025059239793695603,0.031142634857753333,0.0324457635408788,0.060572126255143605,-0.0003692920616627176,-0.037439784103383514,0.025842311978204704,-0.021744555772234324,0.001264311219328121,0.05685759089263403,-0.21452220158698834,0.06669687847766613,-0.0011707559309666648,0.017710352988008566,0.02262553937113829,-0.05079142808529548,-0.036798487184858696,0.046032820980583304,0.004252742283287916,-0.18308575982519268,-0.027889433748048816,0.23671385098652212,-0.002737170275578144,-0.059414441108680764,0.001188081947563238,-0.034447550085752475,0.006469170328187258,-0.013538845768104223,-0.01714725028060319,-0.014374328125851096,0.2016238221508709,0.005100280368738178
