snapshot_index,rolling_start,rolling_end,cumulative_start,cumulative_end,n_cumulative_papers,n_rolling_papers,new_nodes,new_edges,new_edge_weight,edge_gain_rate,cross_community_edge_weight,cross_display_edge_weight,hidden_node_ratio,displayed_topics,new_display_topics,display_saturation,topic_birth_rate,anchor_citer_count,anchor_citer_reach,field_entropy,field_entropy_gain,paper_burst_yoy
1,2006,2008,2006,2008,98,96,98,2535,6303.366687092298,6303.366687092298,3746.3594786395047,1012.650384854215,0.5102040816326531,7,7,1.0,1.0,3,0.03125,1.1291958804653213,0.0,0.0
2,2009,2011,2006,2011,425,327,327,27328,46298.70824143102,7.345076137842191,37199.82997077969,2715.9710440944464,0.6823529411764706,8,1,1.0,0.125,0,0.0,1.6293854940003134,0.5001896135349921,2.40625
3,2012,2014,2006,2014,749,324,324,39867,53633.60187685574,1.0196100049234866,41783.52753296371,2447.290825613783,0.6809078771695594,8,0,1.0,0.0,0,0.0,2.149290243959963,0.5199047499596496,-0.00917431192660545
4,2015,2018,2006,2018,1115,366,366,46690,59126.963298466115,0.5565640948171787,43533.181594797315,3996.01712747876,0.642152466367713,8,0,1.0,0.0,0,0.0,2.430776849970777,0.2814866060108141,-0.1527777777777778
5,2019,2024,2006,2024,1329,214,214,33379,41554.64909363614,0.25129405933225124,29177.54544521396,3450.5941399843027,0.6109857035364936,8,0,1.0,0.0,0,0.0,2.4293525520891013,-0.0014242978816758622,-0.610200364298725
