community,label,n_papers,cited_by_count,first_year,anchor_labels,x,y
3,Stem / Pluripotent,123,28914,2008,,0.6771513570774976,0.06348195109870369
7,Stem / Pluripotent,106,23075,1998,,-1.0,0.6996933585484033
4,Stem / Pluripotent Stem,100,33970,2010,,0.2888464253786771,-0.9348602297481582
6,Stem / Pluripotent,77,19414,2005,,1.0,-0.8471785274957461
5,Stem / Pluripotent,59,45608,2007,,-0.15408491500156762,-0.23189942974459998
0,Klf4 / Stem,27,31222,2006,Takahashi/Yamanaka 2006,-0.3293945939488738,0.5207259605322976
2,Pluripotent Stem / Pluripotent,13,13070,2007,Yu 2007,0.07413581424652893,1.0
1,Stem / Pluripotent Stem,12,22300,2007,Takahashi 2007,-0.342881225329253,-1.0
