paper_id,title,domain,year,primary_field,display_community,is_landmark,reference_count,cited_by_count,fold_id,S_w,S_w_oof,S_equal,RGPM,RGPM_v2,RGPM_simple,RGPM_v3_balanced,RGPM_primary_only,RGPM_structural_residual_tau10,RGPM_structural_residual_raw_tau10,RGPM_popularity_fitted_tau10,RGPM_mahalanobis_debug,B_z,RS_z,DeltaQ0_z,Uzzi_z,RTD_z,BurtIP_z,PDE_z,degree_p,effective_size,constraint_inv,field_variety,field_simpson,community_variety,n_future_citers,community_reach,field_entropy,cross_community_adoption,path_shortening,modularity_shock,partition_change,boundary_mixing,hub_formation,n_controls,control_tier,n_delta_scale_floor_used,n_delta_mad_zero,n_delta_z_clipped,reference_count_log,RGPM_latent_future_factor,RGPM_latent_future_percentile,cohort_broad,cohort_moderate,cohort_strict
ubiquitin_and_proteasome_pathways::https://openalex.org/W2341277428,Mechanisms of Muscle Wasting — The Role of the Ubiquitin–Proteasome Pathway,ubiquitin_and_proteasome_pathways,1996,Molecular Biology,35665531,0,6,1168.0,-1,0.6219908228978906,,0.3229003297800536,0.8342834676626696,1.4962474785388693,1.4962474785388693,1.4962474785388693,1.4962474785388693,0.8342834676626696,0.8143501028225625,0.6818973757163068,1.8690247163115552,0.2627463180657894,0.8092110110701735,0.4579049570555262,-0.2667476523154123,0.8668752555530193,-0.3366258542203535,0.4669382732516328,6.0,3.333333333333333,2.159064405424316,2.0,0.2777777777777777,3.0,19,8.0,1.3020613918659725,0.5789473684210527,0.6666666666666666,0.0,0.4763173182822608,0.277027027027027,1.0,1541,field_all_years,4,2,1,1.9459101490553132,0.8077481653697952,0.9681541183408688,1,1,0
exoplanets::https://openalex.org/W1985663566,A Nongray Theory of Extrasolar Giant Planets and Brown Dwarfs,exoplanets,1997,Astronomy and Astrophysics,37414362,0,6,1404.0,-1,-0.44397756107729,,-0.5980141438340335,0.534303125614311,1.0958168592845725,1.0958168592845725,1.0958168592845725,1.0958168592845725,0.534303125614311,-0.1028146087987567,1.1986314680833292,1.464134053965815,-1.3050565598673676,-0.2779661093546621,0.0811914594092278,0.0,-0.9275339746442792,-1.4787677130264916,-0.2779661093546621,6.0,2.6666666666666665,1.8948476519094684,1.0,0.0,1.0,23,3.0,-1.000088900581841e-12,0.217391304347826,0.0,0.0164785018929152,0.1182813657811193,0.2034883720930232,1.0,1328,field_all_years,5,4,0,1.9459101490553132,0.004419167613002572,0.46766266954983293,1,1,0
exoplanets::https://openalex.org/W2038385268,Habitable moons around extrasolar giant planets,exoplanets,1997,Astronomy and Astrophysics,37465710,0,5,252.0,-1,0.8161583345203256,,-0.3533190104152305,0.9958718301552978,3.168564795825512,3.168564795825512,3.168564795825512,3.168564795825512,0.9958718301552978,2.4291263098253184,0.7394384860001935,4.534968584613927,-1.9693845017717595,-0.2779661093546621,1.4298975479993623,0.0,0.5183505717730279,-1.8961644721979205,-0.2779661093546621,5.0,1.7999999999999998,1.595009392833091,1.0,0.0,2.0,4,3.0,0.5623351446168083,0.5,0.0,0.0,0.5842743649020712,0.3586956521739131,1.0,1328,field_all_years,5,4,2,1.791759469228055,0.5044714312002516,0.8205229015136623,1,0,0
exoplanets::https://openalex.org/W2318323104,Three New “51 Pegasi–Type” Planets,exoplanets,1997,Astronomy and Astrophysics,37414362,0,6,471.0,-1,0.4912278323351398,,-0.305990601784875,0.3333988598388048,0.4049418460047301,0.4049418460047301,0.4049418460047301,0.4049418460047301,0.3333988598388048,-0.4690857970811196,0.8740276430858498,0.7311885670080359,-1.3050565598673676,-0.2779661093546621,0.8505239332796969,0.0,0.3472983458293608,-1.4787677130264916,-0.2779661093546621,6.0,2.6666666666666665,1.8948476519094684,1.0,0.0,2.0,27,3.0,-1.000088900581841e-12,0.1111111111111111,0.0,0.0,0.0323465612365791,0.0510416666666666,1.0,1328,field_all_years,5,4,0,1.9459101490553132,-0.3279973511816028,0.29054452526046787,1,1,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W1763097477,"I kappa B epsilon, a novel member of the IκB family, controls RelA and cRel NF‐κB activity",ubiquitin_and_proteasome_pathways,1997,Cancer Research,35751991,0,6,394.0,-1,-0.5001446093390557,,-0.0713504769978575,0.7025751916650285,0.7517130318930396,0.7517130318930396,0.7517130318930396,0.7517130318930396,0.7025751916650285,0.3426687232728819,0.4090443086201576,1.7715480978711804,0.4149740232710058,0.0720919460978495,-1.1161269070971862,-0.1595450899231135,0.0,0.1300185833070842,0.1591341053593571,6.0,4.0,2.2542658850950588,2.0,0.4444444444444444,2.0,7,3.0,0.5982695885832573,0.2857142857142857,0.0,0.0,0.1002849998078028,-0.0526315789473684,1.0,86,field_all_years,5,4,0,1.9459101490553132,-0.07176254759182224,0.4240220169058384,1,1,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W1976449876,Inhibition of cyclin D1 phosphorylation on threonine-286 prevents its rapid degradation via the ubiquitin-proteasome pathway.,ubiquitin_and_proteasome_pathways,1997,Oncology,33503771,0,5,748.0,-1,-0.1204042678025668,,-0.7407487748467156,0.4419107528995478,0.3368475678411948,0.3368475678411948,0.3368475678411948,0.3368475678411948,0.4419107528995478,-0.288820614866261,0.6256681827074558,0.5540038726875487,-2.3410271376304475,-0.1208041615026827,0.1208041615026828,-0.2609359326862662,-0.1940281424239263,-2.3410271376304475,-0.0482230735559221,5.0,1.7999999999999998,1.595009392833091,2.0,0.3199999999999998,2.0,6,3.0,0.6931471805579453,0.5,0.0,0.0,0.2026518737295096,0.1617647058823529,1.0,51,field_all_years,4,3,0,1.791759469228055,0.3513861764213082,0.7259681541183408,1,0,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W1979520552,A cytokine-responsive IκB kinase that activates the transcription factor NF-κB,ubiquitin_and_proteasome_pathways,1997,Cancer Research,35751991,0,6,2135.0,-1,-0.6278930408283308,,-0.4836161475185498,0.5256536268920778,0.7731410146904564,0.7731410146904564,0.7731410146904564,0.7731410146904564,0.5256536268920778,-0.1206487368852893,0.8937897515757457,2.2801030326307274,-1.1715461713027615,0.0720919460978495,-1.2947621322897236,-0.1595450899231135,0.0,-0.9906856905714568,0.1591341053593571,6.0,2.6666666666666665,1.850107066381157,2.0,0.4444444444444444,2.0,21,3.0,0.6189407438539727,0.1904761904761904,0.0,0.0,0.1031407387974169,-0.2406249999999999,1.0,86,field_all_years,5,4,0,1.9459101490553132,-0.1646738852399964,0.3709455474739532,1,1,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W1981916517,The ubiquitin system,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,35665531,0,8,548.0,-1,-0.1007683705951871,,0.6186713880744427,0.3426380971102811,0.0,0.0,0.0,0.0,0.3426380971102811,-0.4548935734387323,0.4548935734387323,0.8736290587465976,1.096938233500664,0.8919694144719621,-1.503259960853996,0.8283860167282946,1.1073683245860149,0.4498068184665054,1.459490869621654,8.0,5.75,3.3773087071240107,3.0,0.53125,4.0,15,4.0,0.6277052571941505,0.2666666666666666,0.3333333333333333,0.0,0.1948832016655926,-0.0952380952380952,1.0,58,field_year3,4,3,0,2.1972245773362196,0.08870295669387451,0.5266365244741498,1,0,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2024812887,Ubiquitin Lys63 is involved in ubiquitination of a yeast plasma membrane protein,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,33486745,0,6,399.0,-1,0.7920988016754067,,0.3974371810176856,0.7354039709062316,0.84955413195248,0.84955413195248,0.84955413195248,0.84955413195248,0.7354039709062316,0.4435921456612458,0.4059619862912341,2.44411865810996,-1.0147329128700258,0.928825986911955,0.8239392214828536,0.9074238681523386,0.8668752555530193,-1.1013936024533628,1.3711224503470218,6.0,2.333333333333333,1.8441573225567764,3.0,0.5,3.0,12,6.0,0.5660857389566288,1.0,0.0,0.0,0.2622182507546659,0.0378787878787879,1.0,58,field_year3,5,3,0,1.9459101490553132,0.49278171884289795,0.8140357774719874,1,0,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2024935012,Ubch9 conjugates SUMO but not ubiquitin,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,35665531,0,5,358.0,-1,-0.5149946428853468,,0.2964093874263689,0.3717318655396108,0.0,0.0,0.0,0.0,0.3717318655396108,-0.41043818821825,0.41043818821825,2.027149320118107,1.2346281916577149,0.7043455333359991,-2.278977652308304,-0.2667476523154123,1.0297895479062955,0.7242505704164096,0.9275771732918796,5.0,3.8,2.4193548387096766,2.0,0.48,3.0,5,2.0,-1.000088900581841e-12,0.2,0.0,0.0,0.310340304776024,-0.3188405797101449,1.0,58,field_year3,4,3,0,1.791759469228055,-0.3139120510759394,0.2954590131708276,1,0,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2044005280,Lactacystin and clasto-Lactacystin β-Lactone Modify Multiple Proteasome β-Subunits and Inhibit Intracellular Protein Degradation and Major Histocompatibility Complex Class I Antigen Presentation,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,35665531,0,5,383.0,-1,0.8320437350372524,,0.5302196670739653,0.3715352860231964,0.0087951415190699,0.0087951415190699,0.0087951415190699,0.0087951415190699,0.3715352860231964,-0.4107126579390571,0.419507799458127,0.9808658388941228,0.5834573026321539,0.792432031878186,0.7158349575544317,-0.2667476523154123,1.0297895479062955,0.2392898581754228,0.617481623686679,5.0,3.4,2.037351443123939,2.0,0.3199999999999998,3.0,12,3.0,0.7214636866895117,0.25,0.0,0.0,0.3310236596091999,-0.0277777777777777,1.0,58,field_year3,4,3,0,1.791759469228055,0.14568995619387054,0.5698840180853155,1,0,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2048737737,Inhibition of ubiquitin/proteasome-dependent protein degradation by the Gly-Ala repeat domain of the Epstein–Barr virus nuclear antigen 1,ubiquitin_and_proteasome_pathways,1997,Oncology,33520934,0,5,558.0,-1,0.4719668680204187,,0.2483193772433451,0.9249066247297032,1.827235155163777,1.827235155163777,1.827235155163777,1.827235155163777,0.9249066247297032,1.2977655201861769,0.5294696349776006,2.5313252159037223,0.6445316061066133,-0.3697906780238192,1.1983797023069245,-0.2609359326862662,-0.1940281424239263,0.7683021589798121,-0.0482230735559221,5.0,3.8,2.216748768472906,2.0,0.3199999999999998,2.0,13,7.0,1.7326587201922072,1.0,0.0,0.0,0.461359280416904,0.3266666666666667,1.0,51,field_all_years,4,3,0,1.791759469228055,0.874994083721694,0.9852565362689207,1,0,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2056769035,p53-dependent Induction of Apoptosis by Proteasome Inhibitors,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,35665531,0,6,474.0,-1,1.1341811124042114,,0.5321731279391658,0.8120699823078436,1.1935652070899805,1.1935652070899805,1.1935652070899805,1.1935652070899805,0.8120699823078436,0.7368042683868612,0.4567609387031191,1.7273870948963526,0.2018603414454428,0.597954240675117,1.8164555658641544,-0.2667476523154123,0.6145376468020219,-0.0869648122457568,0.8481165653485939,6.0,3.6666666666666665,2.0666230804802987,2.0,0.4444444444444444,2.0,12,7.0,1.234267866074077,0.5,0.0,0.1812437816981727,0.4252835873133534,0.270935960591133,1.0,58,field_year3,5,3,1,1.9459101490553132,0.8272918755911929,0.972282288185571,1,0,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2059129711,Regulatory Role for a Novel Human Thioredoxin Peroxidase in NF-κB Activation,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,35803346,0,5,415.0,-1,0.600929091532089,,0.0376873185168753,0.6335757814035777,0.5964528096711055,0.5964528096711055,0.5964528096711055,0.5964528096711055,0.6335757814035777,0.1367747061668249,0.4596781035042805,3.216409926768711,-1.18895860011829,0.6919167082183338,0.5998966284353358,-0.2667476523154123,0.7541199450688204,-1.25399297296254,0.9275771732918796,5.0,1.7999999999999998,1.595009392833091,2.0,0.48,2.0,3,1.0,-1.000088900581841e-12,1.0,0.0,0.0,0.2364527976600279,-0.0059523809523809,1.0,58,field_year3,4,3,0,1.791759469228055,-0.11746496821626888,0.39728720267348144,1,0,0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2145216906,Targeting of substrates to the 26S proteasome,ubiquitin_and_proteasome_pathways,1997,Molecular Biology,35665531,0,10,363.0,-1,0.6667810569537475,,0.7644447319759939,0.4352270493414586,0.0,0.0,0.0,0.0,0.4352270493414586,-0.300980023465489,0.300980023465489,0.933994861681478,0.3991715028217119,0.8680577947656238,0.5313052702425617,1.1891643501993368,0.7758732401969483,0.0454726556849466,1.5420683099208283,10.0,6.4,3.213030624198136,4.0,0.4800000000000001,4.0,14,4.0,0.7549967581268245,0.2142857142857142,0.0,0.0018253968253969,0.2589273994201991,-0.0888888888888889,1.0,58,field_year3,4,3,0,2.3978952727983707,0.18516098494816347,0.5972085708669157,1,0,0
