horizon,model_id,model_label,domain12,domain_label,window_start,window_end,n,spearman,status,overall_n_oof,overall_spearman
3,primary,Primary 16,physics,Physics,1999,2001,491,0.6336151529526957,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2000,2002,501,0.7153947101993329,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2001,2003,494,0.699313303994284,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2002,2004,471,0.7316702124628341,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2003,2005,486,0.7474519743004719,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2004,2006,661,0.7779656056301152,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2005,2007,916,0.7960901233995326,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2006,2008,1109,0.8142249834485151,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2007,2009,1174,0.834067948144968,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2008,2010,1189,0.8225143659967157,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2009,2011,1230,0.8025455918516815,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2010,2012,1402,0.7823997284332105,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2011,2013,1842,0.7635535165585606,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2012,2014,2463,0.7344160994702723,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2013,2015,3440,0.6957338184287959,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2014,2016,4611,0.6346024316338567,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2015,2017,5597,0.5981476067753495,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2016,2018,5753,0.5820124412522613,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2017,2019,5452,0.5935972558956623,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2018,2020,5147,0.612966717237018,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2019,2021,5284,0.5924740576061367,reliable,396300,0.7184649720024937
3,primary,Primary 16,physics,Physics,2020,2022,5605,0.6059357194412305,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1986,1988,125,0.736054646485404,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1987,1989,136,0.7461626055775942,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1988,1990,148,0.7453870107103818,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1989,1991,138,0.7307236124837004,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1990,1992,131,0.7666759059328251,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1991,1993,127,0.8166874413723907,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1992,1994,122,0.7910377655129708,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1993,1995,126,0.7507234388854718,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1994,1996,142,0.7272592546993498,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1995,1997,146,0.7160276227432578,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1996,1998,166,0.7658257144951045,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1997,1999,191,0.7899761569743389,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1998,2000,227,0.7740525239336451,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1999,2001,255,0.8024054699794868,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2000,2002,241,0.86357041633136,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2001,2003,234,0.8609142485772924,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2002,2004,224,0.8469663171927619,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2003,2005,210,0.8285166243329751,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2004,2006,199,0.8155243243044225,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2005,2007,167,0.8440915410352606,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2006,2008,166,0.8673441210866117,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2007,2009,164,0.8385727969441338,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2008,2010,176,0.8016338238438803,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2009,2011,201,0.8151865182753323,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2010,2012,237,0.8654509622784669,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2011,2013,301,0.8379608080419765,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2012,2014,379,0.8161970568015573,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2013,2015,540,0.7952804690350684,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2014,2016,862,0.7026955035388075,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2015,2017,1282,0.655620001900389,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2016,2018,1514,0.5927180685968078,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2017,2019,1576,0.5871636264653497,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2018,2020,1557,0.5939628397993783,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2019,2021,1667,0.5815644741179419,reliable,396300,0.7184649720024937
3,primary,Primary 16,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2020,2022,1680,0.5914282711828119,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,1986,1988,186,0.632294878132492,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,1987,1989,177,0.7353746163417586,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,1988,1990,154,0.7890880383254845,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,1989,1991,158,0.8163784360540121,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,1990,1992,162,0.7803827743155562,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,1991,1993,167,0.7700050903466693,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,1992,1994,174,0.7204205056836201,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,1993,1995,176,0.6609556253827673,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,1994,1996,198,0.689269297442565,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,1995,1997,220,0.6414094235905752,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,1996,1998,251,0.6488067748492764,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,1997,1999,286,0.7003198185950497,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,1998,2000,306,0.7465960702626895,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,1999,2001,332,0.7987709763996539,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2000,2002,348,0.8230960479371616,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2001,2003,379,0.7732357532252824,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2002,2004,411,0.7215648518964561,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2003,2005,448,0.7033567854076129,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2004,2006,531,0.7950094287773963,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2005,2007,682,0.8495654321095547,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2006,2008,856,0.8542283975412329,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2007,2009,1001,0.8587967520656092,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2008,2010,1020,0.845275172339033,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2009,2011,1078,0.8320469036101569,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2010,2012,1232,0.7624815782831098,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2011,2013,1888,0.6862706734676113,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2012,2014,2806,0.6463186523142931,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2013,2015,4245,0.6210187429726118,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2014,2016,5807,0.60014286077119,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2015,2017,6994,0.5823080695651455,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2016,2018,6894,0.5778349263272938,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2017,2019,6298,0.5750697567126177,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2018,2020,5823,0.6007545645118766,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2019,2021,5996,0.5858866693050299,reliable,396300,0.7184649720024937
3,primary,Primary 16,materials_nanoscience,Materials & nanoscience,2020,2022,6120,0.6036341501449763,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,1986,1988,337,0.599333123618053,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,1987,1989,297,0.5987084137864962,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,1988,1990,275,0.6625665149498775,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,1989,1991,274,0.7171443974720472,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,1990,1992,285,0.6670989269280369,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,1991,1993,380,0.6563293840844111,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,1992,1994,433,0.6100838214753626,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,1993,1995,519,0.6311911976342774,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,1994,1996,569,0.6317423053773674,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,1995,1997,649,0.6219949493689279,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,1996,1998,778,0.6232611793448724,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,1997,1999,937,0.6648794970544217,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,1998,2000,1109,0.6825561379329056,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,1999,2001,1201,0.7074202253169781,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2000,2002,1213,0.7164705461578481,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2001,2003,1128,0.7270951088612475,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2002,2004,1035,0.7396690016152164,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2003,2005,1027,0.748519934031023,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2004,2006,1056,0.7482544166294979,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2005,2007,1092,0.7598141734658937,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2006,2008,1054,0.7778722819457882,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2007,2009,1093,0.7789577493213898,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2008,2010,1074,0.7884038084423441,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2009,2011,1139,0.7647221802488439,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2010,2012,1249,0.7873298647200118,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2011,2013,1495,0.757209906949965,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2012,2014,1699,0.7700118777674586,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2013,2015,2222,0.6926129523011055,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2014,2016,3382,0.6379619313384903,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2015,2017,4876,0.5819354908433534,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2016,2018,5700,0.5712833305956332,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2017,2019,5923,0.5582631060661066,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2018,2020,5816,0.5807796594456887,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2019,2021,6049,0.5630787419735797,reliable,396300,0.7184649720024937
3,primary,Primary 16,neuroscience,Neuroscience,2020,2022,6127,0.5949622109364214,reliable,396300,0.7184649720024937
3,expanded,Expanded 153,clinical_health,Clinical health,1986,1988,1768,0.7853595250616575,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,1987,1989,1812,0.7528175653910881,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,1988,1990,1741,0.749183084229518,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,1989,1991,1699,0.7375689661011544,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,1990,1992,1832,0.73219468110127,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,1991,1993,1923,0.7224191661607278,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,1992,1994,2083,0.7324322239848065,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,1993,1995,2370,0.745192494185238,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,1994,1996,2676,0.7442172419027944,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,1995,1997,2958,0.7567321803031654,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,1996,1998,3080,0.7365923515277314,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,1997,1999,3483,0.6962215554855912,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,1998,2000,3700,0.683377270016935,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,1999,2001,3704,0.6962148475034666,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2000,2002,3385,0.7371009007053199,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2001,2003,3219,0.7097311330532883,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2002,2004,3267,0.6895810740268259,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2003,2005,3361,0.6792340066763809,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2004,2006,3620,0.7012127360174419,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2005,2007,3603,0.738681994061051,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2006,2008,3699,0.743364102364189,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2007,2009,3668,0.7437801054240332,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2008,2010,3845,0.7464471134592716,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2009,2011,4069,0.7464202229585327,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2010,2012,4487,0.7648884635345821,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2011,2013,5006,0.7829317655915116,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2012,2014,5705,0.8033810982126344,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2013,2015,7639,0.7750552125843664,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2014,2016,11936,0.681059193292754,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2015,2017,17934,0.6229952318079742,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2016,2018,21141,0.553454622198621,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2017,2019,23039,0.5653595022007295,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2018,2020,24515,0.6256702585815662,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2019,2021,29377,0.6258010278657798,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,clinical_health,Clinical health,2020,2022,32212,0.6332018936249726,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,1986,1988,172,0.7305083297712739,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,1987,1989,191,0.7004845432567931,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,1988,1990,192,0.7457465928043955,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,1989,1991,228,0.7096896666981238,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,1990,1992,242,0.7510910648738477,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,1991,1993,252,0.7666408061327769,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,1992,1994,239,0.7898782399564401,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,1993,1995,205,0.7896466959484711,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,1994,1996,190,0.8130170441083105,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,1995,1997,161,0.800380751947205,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,1996,1998,169,0.8228822256927906,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,1997,1999,179,0.8051950187602587,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,1998,2000,202,0.8028593782127944,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,1999,2001,216,0.8043279327707265,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2000,2002,220,0.8184261907750465,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2001,2003,213,0.8069122642141865,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2002,2004,187,0.8156711564511403,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2003,2005,170,0.8147622185186921,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2004,2006,174,0.8265826829816442,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2005,2007,227,0.8499915256412343,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2006,2008,323,0.8367707835692794,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2007,2009,459,0.8295396722239816,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2008,2010,619,0.8391590618023623,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2009,2011,624,0.8444739191454318,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2010,2012,625,0.8558863365203536,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2011,2013,630,0.8525206172688938,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2012,2014,800,0.84306579567737,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2013,2015,1011,0.7715451019707397,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2014,2016,1331,0.6736250785945459,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2015,2017,1689,0.5867183167815815,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2016,2018,1920,0.5721188343098964,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2017,2019,2068,0.5798110222401259,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2018,2020,2134,0.6412954755771646,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2019,2021,2251,0.6088752909977196,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,chemistry,Chemistry,2020,2022,2422,0.6002919790651551,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,1986,1988,78,0.31525178168111023,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,1987,1989,93,0.3643727396923078,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,1988,1990,86,0.3296907357150376,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,1989,1991,87,0.5152372024598472,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,1990,1992,89,0.5596627403113982,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,1991,1993,101,0.5962379761732197,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,1992,1994,100,0.6676576077355451,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,1993,1995,92,0.6781358885051301,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,1994,1996,73,0.6712599911674947,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,1995,1997,75,0.4533132881239266,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,1996,1998,72,0.5161660547267276,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,1997,1999,103,0.386156870824665,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,1998,2000,97,0.3966167838878786,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,1999,2001,108,0.3976846619734231,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,2000,2002,79,0.5271188059689977,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,2001,2003,94,0.42261366288088204,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,2002,2004,79,0.31634872311090384,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,2003,2005,80,0.2864808607381675,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,2004,2006,74,0.44775307267367126,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,2005,2007,96,0.5595523234931644,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,2006,2008,117,0.542125365954356,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,2007,2009,128,0.4963675464389132,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,2008,2010,118,0.4797591224194625,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,2009,2011,131,0.4724120224813453,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,2010,2012,150,0.4923819247057304,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,2011,2013,192,0.5615575878441107,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,2012,2014,215,0.6670852382836326,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,2013,2015,244,0.7127778989981605,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,2014,2016,279,0.6697423853275312,reliable,396300,0.7041259339435956
3,expanded,Expanded 153,mathematics_statistics,Mathematics & statistics,2015,2017,331,0.5932639989378797,reliable,396300,0.7041259339435956
