comparison_label,candidate_model_id,baseline_model_id,domain12,domain_label,window_start,window_end,n,delta_spearman,display_delta,out_of_scale,status
Primary 16 − Strict 7,primary,strict,earth_climate_environment,"Earth, climate & environment",2012,2014,3921,0.0159701156312958,0.0159701156312958,False,reliable
Primary 16 − Strict 7,primary,strict,earth_climate_environment,"Earth, climate & environment",2013,2015,4770,0.01564341248106782,0.01564341248106782,False,reliable
Primary 16 − Strict 7,primary,strict,earth_climate_environment,"Earth, climate & environment",2014,2016,6258,0.01545254419733566,0.01545254419733566,False,reliable
Primary 16 − Strict 7,primary,strict,earth_climate_environment,"Earth, climate & environment",2015,2017,8329,0.013137287528174113,0.013137287528174113,False,reliable
Primary 16 − Strict 7,primary,strict,earth_climate_environment,"Earth, climate & environment",2016,2018,9463,0.01817179333115948,0.01817179333115948,False,reliable
Primary 16 − Strict 7,primary,strict,earth_climate_environment,"Earth, climate & environment",2017,2019,10255,0.018658350857979733,0.018658350857979733,False,reliable
Primary 16 − Strict 7,primary,strict,earth_climate_environment,"Earth, climate & environment",2018,2020,10382,0.028663797335424013,0.028663797335424013,False,reliable
Primary 16 − Strict 7,primary,strict,earth_climate_environment,"Earth, climate & environment",2019,2021,0,,,False,not_mature
Primary 16 − Strict 7,primary,strict,earth_climate_environment,"Earth, climate & environment",2020,2022,0,,,False,not_mature
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,1986,1988,887,0.012572388612922203,0.012572388612922203,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,1987,1989,777,0.013363437120450405,0.013363437120450405,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,1988,1990,701,0.02144144350325483,0.02144144350325483,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,1989,1991,639,0.014783759595634938,0.014783759595634938,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,1990,1992,604,0.0032361748659133216,0.0032361748659133216,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,1991,1993,561,0.0007695220775021383,0.0007695220775021383,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,1992,1994,545,0.020123009343908316,0.020123009343908316,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,1993,1995,494,0.0180308276982436,0.0180308276982436,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,1994,1996,489,0.032277522247356916,0.032277522247356916,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,1995,1997,482,0.006284538112749205,0.006284538112749205,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,1996,1998,531,-0.009521787794688708,-0.009521787794688708,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,1997,1999,526,-0.035329497010818,-0.035329497010818,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,1998,2000,525,-0.038342693945020545,-0.038342693945020545,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,1999,2001,508,-0.01360855982837239,-0.01360855982837239,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2000,2002,526,0.001873267890939112,0.001873267890939112,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2001,2003,555,-0.0008852497700688744,-0.0008852497700688744,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2002,2004,559,-0.011241049272034065,-0.011241049272034065,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2003,2005,670,-0.003290628853066191,-0.003290628853066191,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2004,2006,716,0.0019321554535159935,0.0019321554535159935,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2005,2007,753,-0.005741943157936302,-0.005741943157936302,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2006,2008,755,-0.0027027644114300253,-0.0027027644114300253,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2007,2009,790,-0.0002543061640297717,-0.0002543061640297717,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2008,2010,823,0.005078387229488501,0.005078387229488501,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2009,2011,780,0.00322059519731821,0.00322059519731821,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2010,2012,778,-0.006932261289573249,-0.006932261289573249,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2011,2013,825,-0.005037157612522103,-0.005037157612522103,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2012,2014,889,-0.010496869998892544,-0.010496869998892544,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2013,2015,974,-0.004569322596515324,-0.004569322596515324,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2014,2016,1013,-0.005489489220617094,-0.005489489220617094,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2015,2017,1264,-0.008646568268973809,-0.008646568268973809,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2016,2018,1476,0.004700763239164907,0.004700763239164907,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2017,2019,1705,0.017078075534618042,0.017078075534618042,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2018,2020,1679,0.037118067333250626,0.037118067333250626,False,reliable
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2019,2021,0,,,False,not_mature
Primary 16 − Strict 7,primary,strict,astronomy_space,Astronomy & space,2020,2022,0,,,False,not_mature
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,1986,1988,2284,0.024831303355097867,0.024831303355097867,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,1987,1989,2381,0.026771297120512627,0.026771297120512627,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,1988,1990,2428,0.03806802109556173,0.03806802109556173,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,1989,1991,2402,0.035850701127266515,0.035850701127266515,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,1990,1992,2487,0.03711913879705908,0.03711913879705908,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,1991,1993,2606,0.038582176605354235,0.038582176605354235,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,1992,1994,2629,0.042140532537825015,0.042140532537825015,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,1993,1995,2661,0.03789791784448615,0.03789791784448615,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,1994,1996,2737,0.035510406917555026,0.035510406917555026,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,1995,1997,2966,0.022051429892098073,0.022051429892098073,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,1996,1998,3077,0.01843938676494461,0.01843938676494461,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,1997,1999,3771,0.007767851129303005,0.007767851129303005,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,1998,2000,4425,0.008023445903952875,0.008023445903952875,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,1999,2001,5142,0.008202963739849523,0.008202963739849523,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2000,2002,5030,0.012832892300355336,0.012832892300355336,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2001,2003,4858,0.014442532167557975,0.014442532167557975,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2002,2004,4510,0.01277758091813952,0.01277758091813952,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2003,2005,4464,0.018175045857672822,0.018175045857672822,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2004,2006,4566,0.020148351911356444,0.020148351911356444,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2005,2007,4712,0.025355595800669928,0.025355595800669928,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2006,2008,4912,0.025754856296270834,0.025754856296270834,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2007,2009,5116,0.024929132868229953,0.024929132868229953,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2008,2010,5371,0.02263846830303795,0.02263846830303795,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2009,2011,5608,0.023863431760764442,0.023863431760764442,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2010,2012,6146,0.02517959394979641,0.02517959394979641,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2011,2013,7144,0.02416598329709141,0.02416598329709141,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2012,2014,8807,0.020039191915272037,0.020039191915272037,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2013,2015,12527,0.015483589554314947,0.015483589554314947,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2014,2016,19362,0.014751619382611048,0.014751619382611048,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2015,2017,26707,0.01234149879954105,0.01234149879954105,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2016,2018,29481,0.011264716856133283,0.011264716856133283,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2017,2019,29617,0.01224896085977778,0.01224896085977778,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2018,2020,28281,0.023887876448509426,0.023887876448509426,False,reliable
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2019,2021,0,,,False,not_mature
Primary 16 − Strict 7,primary,strict,life_molecular,Life & molecular sciences,2020,2022,0,,,False,not_mature
Primary 16 − Strict 7,primary,strict,physics,Physics,1986,1988,396,0.014273882205676935,0.014273882205676935,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,1987,1989,401,0.028739650859262,0.028739650859262,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,1988,1990,363,0.013304084511600367,0.013304084511600367,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,1989,1991,324,0.009920325594411694,0.009920325594411694,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,1990,1992,306,-0.004222063752152949,-0.004222063752152949,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,1991,1993,265,0.0047098757579101536,0.0047098757579101536,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,1992,1994,233,0.02388052744299818,0.02388052744299818,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,1993,1995,234,0.011031449025754925,0.011031449025754925,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,1994,1996,250,0.025324777570632895,0.025324777570632895,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,1995,1997,261,0.018406267253738617,0.018406267253738617,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,1996,1998,297,-0.0021974267573846573,-0.0021974267573846573,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,1997,1999,370,-0.026884936046860597,-0.026884936046860597,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,1998,2000,444,-0.05496359618412061,-0.05496359618412061,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,1999,2001,491,-0.045763102457693106,-0.045763102457693106,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,2000,2002,501,-0.020171013737243393,-0.020171013737243393,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,2001,2003,494,-0.020209411213114703,-0.020209411213114703,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,2002,2004,471,-0.004522063543272226,-0.004522063543272226,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,2003,2005,486,0.009288200591191953,0.009288200591191953,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,2004,2006,661,0.010816379802349396,0.010816379802349396,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,2005,2007,916,0.006404441382492521,0.006404441382492521,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,2006,2008,1109,0.008783736194803216,0.008783736194803216,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,2007,2009,1174,0.005725577142749239,0.005725577142749239,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,2008,2010,1189,0.006208507865464452,0.006208507865464452,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,2009,2011,1230,0.0047630659074339166,0.0047630659074339166,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,2010,2012,1402,0.006064971999671487,0.006064971999671487,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,2011,2013,1842,0.007189600645648997,0.007189600645648997,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,2012,2014,2463,0.008275278950953036,0.008275278950953036,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,2013,2015,3440,0.0038655536849778738,0.0038655536849778738,False,reliable
Primary 16 − Strict 7,primary,strict,physics,Physics,2014,2016,4611,-0.0016437829015994998,-0.0016437829015994998,False,reliable
