community,label,n_papers,cited_by_count,first_year,anchor_labels,x,y
7,C-Myc / Cancer,823,196418,1995,,1.0,0.9472874884553719
6,Stem / Embryonic,420,143943,1995,,-0.9428821201849159,0.6332037085471376
4,Stem / Pluripotent,276,144281,1998,,0.9554994371621484,-0.11455604712273171
5,Stem / Cancer,272,121358,1995,,-0.15504986252357522,1.0
3,Stem / Pluripotent,182,122297,2004,,0.07104324212423996,-0.19701709977447168
1,Stem / Mesenchymal,149,94328,1995,Takahashi 2007,0.9726842579828823,-1.0
2,Stem / Rna,118,86112,1995,Yu 2007,0.39386207361410497,-0.8958326060243631
0,Stem / Spinal Cord,52,47615,1997,Takahashi/Yamanaka 2006,-1.0,-0.3911121260223104
