paper_id,title,domain,year,primary_field,display_community,is_landmark,reference_count,cited_by_count,fold_id,S_w,S_w_oof,S_equal,RGPM,RGPM_v2,RGPM_simple,RGPM_v3_balanced,RGPM_primary_only,RGPM_structural_residual_tau10,RGPM_structural_residual_raw_tau10,RGPM_popularity_fitted_tau10,RGPM_mahalanobis_debug,B_z,RS_z,DeltaQ0_z,Uzzi_z,RTD_z,BurtIP_z,PDE_z,degree_p,effective_size,constraint_inv,field_variety,field_simpson,community_variety,n_future_citers,community_reach,field_entropy,cross_community_adoption,path_shortening,modularity_shock,partition_change,boundary_mixing,hub_formation,n_controls,control_tier,n_delta_scale_floor_used,n_delta_mad_zero,n_delta_z_clipped,reference_count_log,RGPM_latent_future_factor,RGPM_latent_future_percentile,cohort_broad,cohort_moderate,cohort_strict,_v5_training_target,S_v5_oof,S_equal_v5_reference,v5_target_raw,v5_target
exoplanets::https://openalex.org/W1985663566,A Nongray Theory of Extrasolar Giant Planets and Brown Dwarfs,exoplanets,1997,Astronomy and Astrophysics,37414362,0,6,1404.0,-1,-0.44397756107729,,-0.5980141438340335,0.534303125614311,1.0958168592845725,1.0958168592845725,1.0958168592845725,1.0958168592845725,0.534303125614311,-0.1028146087987567,1.1986314680833292,1.464134053965815,-1.3050565598673676,-0.2779661093546621,0.0811914594092278,0.0,-0.9275339746442792,-1.4787677130264916,-0.2779661093546621,6.0,2.6666666666666665,1.8948476519094684,1.0,0.0,1.0,23,3.0,-1.000088900581841e-12,0.217391304347826,0.0,0.0164785018929152,0.1182813657811193,0.2034883720930232,1.0,1328,field_all_years,5,4,0,1.9459101490553132,0.004419167613002572,0.46766266954983293,1,1,0,0.46766266954983293,,-0.5980141438340335,0.46766266954983293,0.46766266954983293
exoplanets::https://openalex.org/W2318323104,Three New “51 Pegasi–Type” Planets,exoplanets,1997,Astronomy and Astrophysics,37414362,0,6,471.0,-1,0.4912278323351398,,-0.305990601784875,0.3333988598388048,0.4049418460047301,0.4049418460047301,0.4049418460047301,0.4049418460047301,0.3333988598388048,-0.4690857970811196,0.8740276430858498,0.7311885670080359,-1.3050565598673676,-0.2779661093546621,0.8505239332796969,0.0,0.3472983458293608,-1.4787677130264916,-0.2779661093546621,6.0,2.6666666666666665,1.8948476519094684,1.0,0.0,2.0,27,3.0,-1.000088900581841e-12,0.1111111111111111,0.0,0.0,0.0323465612365791,0.0510416666666666,1.0,1328,field_all_years,5,4,0,1.9459101490553132,-0.3279973511816028,0.29054452526046787,1,1,0,0.29054452526046787,,-0.305990601784875,0.29054452526046787,0.29054452526046787
ubiquitin_and_proteasome_pathways::https://openalex.org/W1763097477,"I kappa B epsilon, a novel member of the IκB family, controls RelA and cRel NF‐κB activity",ubiquitin_and_proteasome_pathways,1997,Cancer Research,35751991,0,6,394.0,-1,-0.5001446093390557,,-0.0713504769978575,0.7025751916650285,0.7517130318930396,0.7517130318930396,0.7517130318930396,0.7517130318930396,0.7025751916650285,0.3426687232728819,0.4090443086201576,1.7715480978711804,0.4149740232710058,0.0720919460978495,-1.1161269070971862,-0.1595450899231135,0.0,0.1300185833070842,0.1591341053593571,6.0,4.0,2.2542658850950588,2.0,0.4444444444444444,2.0,7,3.0,0.5982695885832573,0.2857142857142857,0.0,0.0,0.1002849998078028,-0.0526315789473684,1.0,86,field_all_years,5,4,0,1.9459101490553132,-0.07176254759182224,0.4240220169058384,1,1,0,0.4240220169058384,,-0.0713504769978575,0.4240220169058384,0.4240220169058384
ubiquitin_and_proteasome_pathways::https://openalex.org/W1979520552,A cytokine-responsive IκB kinase that activates the transcription factor NF-κB,ubiquitin_and_proteasome_pathways,1997,Cancer Research,35751991,0,6,2135.0,-1,-0.6278930408283308,,-0.4836161475185498,0.5256536268920778,0.7731410146904564,0.7731410146904564,0.7731410146904564,0.7731410146904564,0.5256536268920778,-0.1206487368852893,0.8937897515757457,2.2801030326307274,-1.1715461713027615,0.0720919460978495,-1.2947621322897236,-0.1595450899231135,0.0,-0.9906856905714568,0.1591341053593571,6.0,2.6666666666666665,1.850107066381157,2.0,0.4444444444444444,2.0,21,3.0,0.6189407438539727,0.1904761904761904,0.0,0.0,0.1031407387974169,-0.2406249999999999,1.0,86,field_all_years,5,4,0,1.9459101490553132,-0.1646738852399964,0.3709455474739532,1,1,0,0.3709455474739532,,-0.4836161475185498,0.3709455474739532,0.3709455474739532
exoplanets::https://openalex.org/W2003687834,Magnetic Activity–related Radial Velocity Variations in Cool Stars: First Results from the Lick Extrasolar Planet Survey,exoplanets,1998,Astronomy and Astrophysics,37414362,0,5,318.0,-1,-0.4776713890237954,,-0.8811555551492048,0.1106742677413013,0.0,0.0,0.0,0.0,0.1106742677413013,-0.8319587108648765,0.8319587108648765,0.854964189709551,-2.431199905657889,-0.2779661093546621,0.0811914594092278,0.0,-0.9275339746442792,-2.334614246442169,-0.2779661093546621,5.0,1.4,1.5673981191222568,1.0,0.0,1.0,10,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.0,0.0,1.0,1328,field_all_years,5,4,0,1.791759469228055,-0.7615120183489719,0.05779437782583055,1,1,0,0.05779437782583055,,-0.8811555551492048,0.05779437782583055,0.05779437782583055
exoplanets::https://openalex.org/W2022362220,Kepler: a space mission to detect earth-class exoplanets,exoplanets,1998,Astronomy and Astrophysics,37414362,0,5,66.0,-1,-0.4980870794345023,,-1.0527159787685898,0.3963043050914094,0.0,0.0,0.0,0.0,0.3963043050914094,-0.3720102396899071,0.3720102396899071,0.854964189709551,-3.0,-0.2779661093546621,0.0811914594092278,0.0,-0.9275339746442792,-2.966737117435754,-0.2779661093546621,5.0,1.0,1.5432098765432096,1.0,0.0,1.0,9,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.0,0.0,1.0,1328,field_all_years,5,4,0,1.791759469228055,-0.7615120183489719,0.05779437782583055,1,1,0,0.05779437782583055,,-1.0527159787685898,0.05779437782583055,0.05779437782583055
exoplanets::https://openalex.org/W2047592331,Evolution of the Solar Nebula. IV. Giant Gaseous Protoplanet Formation,exoplanets,1998,Astronomy and Astrophysics,37483528,0,5,368.0,-1,0.6046779371174834,,-0.5431854298904136,0.9288382150579908,2.2027094070425357,2.2027094070425357,2.2027094070425357,2.2027094070425357,0.9288382150579908,1.3192194107182718,0.8834899963242636,3.0712976673367787,-2.431199905657889,-0.2779661093546621,1.0010977898034594,0.0,0.5183505717730279,-2.334614246442169,-0.2779661093546621,5.0,1.4,1.5673981191222568,1.0,0.0,2.0,5,3.0,-1.000088900581841e-12,0.6,0.0,0.0073996993872124,0.3635472023399719,0.2795698924731183,1.0,1328,field_all_years,5,4,0,1.791759469228055,0.33459455016596007,0.7135836445842343,1,1,0,0.7135836445842343,,-0.5431854298904136,0.7135836445842343,0.7135836445842343
exoplanets::https://openalex.org/W2055770340,Orbital Evolution and Migration of Giant Planets: Modeling Extrasolar Planets,exoplanets,1998,Astronomy and Astrophysics,37414362,0,12,331.0,-1,0.7905450589264092,,-0.2061809124987269,0.7562413996461569,1.2271513824011862,1.2271513824011862,1.2271513824011862,1.2271513824011862,0.7562413996461569,0.5141940495207818,0.7129573328804043,1.9842531805185109,-1.4901202293598397,-0.2779661093546621,1.1489797419574896,0.0,0.7013734646571704,-1.2475671460365851,-0.2779661093546621,12.0,6.0,3.300816920221227,1.0,0.0,2.0,12,4.0,0.2868359830541607,0.3333333333333333,0.0,0.0,0.158222675578688,0.0467836257309941,1.0,1328,field_all_years,5,4,0,2.5649493574615367,0.11715101902168877,0.5488500098289758,1,1,0,0.5488500098289758,,-0.2061809124987269,0.5488500098289758,0.5488500098289758
exoplanets::https://openalex.org/W2148928103,DETECTION OF EXTRASOLAR GIANT PLANETS,exoplanets,1998,Astronomy and Astrophysics,37414362,0,13,348.0,-1,0.4835395567104711,,-0.3398706885286604,0.5114999017102418,0.5566890956774911,0.5566890956774911,0.5566890956774911,0.5566890956774911,0.5114999017102418,-0.1576782007931039,0.714367296470595,1.1494427169934915,-1.6667678677330122,-0.2779661093546621,0.9174316795124012,0.0,0.2720897022024265,-1.3459161149731145,-0.2779661093546621,13.0,6.230769230769231,3.52688521344917,1.0,0.0,2.0,13,3.0,-1.000088900581841e-12,0.3076923076923077,0.0,0.0,0.0824811892401475,0.0586124401913875,1.0,1328,field_all_years,5,4,0,2.6390573296152584,-0.1667279382198643,0.37035580892471004,1,1,0,0.37035580892471004,,-0.3398706885286604,0.37035580892471004,0.37035580892471004
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2036853345,"The C. elegans PTEN Homolog, DAF-18, Acts in the Insulin Receptor-like Metabolic Signaling Pathway",genetics_aging_and_longevity_in_model_organisms,1998,Aging,56945429,0,6,463.0,-1,-0.5250834928396342,,-1.053041933129076,0.5354826027127974,0.770069567173856,0.770069567173856,0.770069567173856,0.770069567173856,0.5354826027127974,-0.1000550747108384,0.8701246418846944,1.0984575580178226,-2.4499976606027283,-0.7818789546143338,-0.125661346855074,0.0,-0.7818789546143338,-2.4499976606027283,-0.7818789546143338,6.0,1.333333333333333,1.8004000889086464,1.0,0.0,1.0,28,6.0,0.9049961161255496,0.2857142857142857,0.0,0.0040454299621416,0.1601124942990118,0.1534883720930232,1.0,349,field_all_years,4,3,0,1.9459101490553132,0.44603837493859577,0.787104383723216,1,1,0,0.787104383723216,,-1.053041933129076,0.787104383723216,0.787104383723216
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2043738446,The genetics of caloric restriction in <i>Caenorhabditis elegans</i>,genetics_aging_and_longevity_in_model_organisms,1998,Aging,56945429,0,10,984.0,-1,-0.4766184889230156,,-0.6457729926532905,0.0424611755455081,0.0,0.0,0.0,0.0,0.0424611755455081,-1.0090941418174375,1.0090941418174375,1.0487189689066534,-1.048766250154429,-0.7818789546143338,-0.125661346855074,0.0,-0.7818789546143338,-1.0003464877205293,-0.7818789546143338,10.0,4.8,2.879111953912882,1.0,0.0,1.0,52,2.0,0.0950301172536463,0.0192307692307692,0.0,7.811401521639491e-06,0.0096827258078035,0.0039525691699604,1.0,349,field_all_years,4,3,0,2.3978952727983707,-0.363141187898096,0.27540790249655983,1,1,0,0.27540790249655983,,-0.6457729926532905,0.27540790249655983,0.27540790249655983
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2062048451,Extended Life-Span and Stress Resistance in the <i>Drosophila</i> Mutant <i>methuselah</i>,genetics_aging_and_longevity_in_model_organisms,1998,Aging,56945429,0,5,821.0,-1,-0.4687005769331709,,-0.5792359171083761,0.3693729113426381,0.6540986670167392,0.6540986670167392,0.6540986670167392,0.6540986670167392,0.3693729113426381,-0.4127583661298251,1.0668570331465643,0.914036849020051,-0.801474254446224,-0.7818789546143338,-0.125661346855074,0.0,-0.7818789546143338,-0.7818789546143338,-0.7818789546143338,5.0,2.6,1.7110266159695815,1.0,0.0,1.0,24,5.0,0.9401453181164776,0.2916666666666667,0.0,0.0,0.1638820026921267,0.146788990825688,1.0,349,field_all_years,4,3,0,1.791759469228055,0.3567237312919951,0.7293100058973855,1,1,0,0.7293100058973855,,-0.5792359171083761,0.7293100058973855,0.7293100058973855
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2087085892,<i>Caenorhabditis elegans</i> Akt/PKB transduces insulin receptor-like signals from AGE-1 PI3 kinase to the DAF-16 transcription factor,genetics_aging_and_longevity_in_model_organisms,1998,Aging,56945429,0,6,717.0,-1,-0.5250834928396342,,-1.053041933129076,0.6359347356005505,1.136135745998229,1.136135745998229,1.136135745998229,1.136135745998229,0.6359347356005505,0.1424740326791487,0.9936617133190804,1.6064788174624116,-2.4499976606027283,-0.7818789546143338,-0.125661346855074,0.0,-0.7818789546143338,-2.4499976606027283,-0.7818789546143338,6.0,1.333333333333333,1.8004000889086464,1.0,0.0,1.0,42,6.0,0.7222870484730901,0.3333333333333333,0.0,0.0,0.1908745046211095,0.2261306532663316,1.0,349,field_all_years,4,3,0,1.9459101490553132,0.42444071631924785,0.7751130332219383,1,1,0,0.7751130332219383,,-1.053041933129076,0.7751130332219383,0.7751130332219383
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2144498949,"Two Pleiotropic Classes of daf-2 Mutation Affect Larval Arrest, Adult Behavior, Reproduction and Longevity in Caenorhabditis elegans",genetics_aging_and_longevity_in_model_organisms,1998,Aging,56945429,0,7,731.0,-1,-0.4868546462714981,,-0.7317911216321347,0.0517004128169844,0.0,0.0,0.0,0.0,0.0517004128169844,-0.9753535903450536,0.9753535903450536,0.9665999457420944,-1.1538262045118826,-0.7818789546143338,-0.125661346855074,0.0,-0.7818789546143338,-1.497413436214985,-0.7818789546143338,7.0,2.7142857142857144,2.1281813400776466,1.0,0.0,1.0,48,3.0,0.2020863392695082,0.0416666666666666,0.0,0.0001239756763788,0.0211531037035434,0.0181451612903225,1.0,349,field_all_years,4,3,0,2.0794415416798357,-0.2194342520539744,0.33988598388047964,1,1,0,0.33988598388047964,,-0.7317911216321347,0.33988598388047964,0.33988598388047964
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2161758212,Cell Nonautonomy of C. elegans daf-2 Function in the Regulation of Diapause and Life Span,genetics_aging_and_longevity_in_model_organisms,1998,Aging,56945429,0,7,385.0,-1,-0.4979043646253484,,-0.8246458977149096,0.3414586200117948,0.3350774384651769,0.3350774384651769,0.3350774384651769,0.3350774384651769,0.3414586200117948,-0.456227970070939,0.791305408536116,0.8303969815269625,-1.5668795131912951,-0.7818789546143338,-0.125661346855074,0.0,-0.7818789546143338,-1.7343435601149968,-0.7818789546143338,7.0,2.428571428571429,2.0831284812798967,1.0,0.0,1.0,33,4.0,0.5011468423911993,0.1515151515151515,0.0,0.0,0.0802419115925123,0.1045751633986928,1.0,349,field_all_years,4,3,0,2.0794415416798357,0.03983661804771094,0.4965598584627482,1,1,0,0.4965598584627482,,-0.8246458977149096,0.4965598584627482,0.4965598584627482
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2170269651,An Insulin-like Signaling Pathway Affects Both Longevity and Reproduction in Caenorhabditis elegans,genetics_aging_and_longevity_in_model_organisms,1998,Aging,56945429,0,8,357.0,-1,-0.4614035945638517,,-0.5179167375342655,0.5411834086888146,0.6629783896608156,0.6629783896608156,0.6629783896608156,0.6629783896608156,0.5411834086888146,-0.0908038817013376,0.7537822713621533,1.0005884487350385,-0.4478163892016957,-0.7818789546143338,-0.125661346855074,0.0,-0.7818789546143338,-0.7063025628400875,-0.7818789546143338,8.0,4.25,2.479541955929357,1.0,0.0,1.0,24,6.0,0.95251274687316,0.25,0.0,0.0,0.13792538097003,0.1272727272727272,1.0,349,field_all_years,4,3,0,2.1972245773362196,0.32840517724319035,0.7065067819933163,1,1,0,0.7065067819933163,,-0.5179167375342655,0.7065067819933163,0.7065067819933163
ubiquitin_and_proteasome_pathways::https://openalex.org/W1973963032,Proteasome inhibitors: valuable new tools for cell biologists,ubiquitin_and_proteasome_pathways,1998,Molecular Biology,35665531,0,8,1493.0,-1,-0.09951138302861,,-0.1114308590947409,0.7074896795753882,1.1417591800540778,1.1417591800540778,1.1417591800540778,1.1417591800540778,0.7074896795753882,0.3549884938811265,0.7867706861729513,1.7620399962344022,-0.3825242585048339,0.3677188259349763,-0.1811910535902442,-0.2667476523154123,-0.0146116950961026,-0.6008686712663546,0.2982084911747849,8.0,4.0,2.434814640202953,2.0,0.21875,2.0,14,7.0,1.3517839942836458,0.5,0.0,0.0099875,0.3498585405870599,0.1149999999999999,1.0,77,field_year3,4,3,0,2.1972245773362196,0.7123895074320157,0.9296245331236486,1,1,0,0.9296245331236486,,-0.1114308590947409,0.9296245331236486,0.9296245331236486
ubiquitin_and_proteasome_pathways::https://openalex.org/W2041186477,Ionizing radiation and short wavelength UV activate NF-κB through two distinct mechanisms,ubiquitin_and_proteasome_pathways,1998,Cancer Research,35751991,0,10,432.0,-1,0.8373616874221953,,0.6379561118858242,0.4216630627088657,0.0673142640365628,0.0673142640365628,0.0673142640365628,0.0673142640365628,0.4216630627088657,-0.3288259567822422,0.396140220818805,0.8837106598789394,0.0288158066229026,0.7972818544850808,1.1161269070971862,1.1763961244428376,0.6124653973472681,-0.1445610252390753,0.8791677184445699,10.0,6.2,3.247639259448036,3.0,0.54,3.0,7,1.0,-1.000088900581841e-12,0.0,0.3333333333333333,0.0774990458602646,0.2364527976600279,-0.1024561403508771,1.0,86,field_all_years,5,3,0,2.3978952727983707,-0.4282592277172988,0.2425791232553568,1,1,0,0.2425791232553568,,0.6379561118858242,0.2425791232553568,0.2425791232553568
ubiquitin_and_proteasome_pathways::https://openalex.org/W2089865526,The ubiquitin–proteasome pathway: on protein death and cell life,ubiquitin_and_proteasome_pathways,1998,Molecular Biology,35665531,0,13,1434.0,-1,0.4007241278596497,,0.8552628370907017,0.9453508944367996,2.1319606586645707,2.1319606586645707,2.1319606586645707,2.1319606586645707,0.9453508944367996,1.435225812853153,0.6967348458114178,3.119798899394655,0.7968844637366814,1.0147329128700258,-1.0339366004240973,0.9876638434481522,1.7125923331048152,0.9800275110537964,1.528875395845539,13.0,10.384615384615383,4.223253030076313,4.0,0.485207100591716,7.0,20,12.0,1.4689457193399034,0.7,0.2857142857142857,0.0,0.5441847787248717,0.0026737967914438,1.0,77,field_year3,4,3,1,2.6390573296152584,0.7056944771826433,0.9274621584430902,1,1,0,0.9274621584430902,,0.8552628370907017,0.9274621584430902,0.9274621584430902
