label,year,openalex_id,doi,arxiv_id,title,resolved,resolved_id,resolved_title,reference_stub,method
Mayor/Queloz 1995,1995,W1963760477,10.1038/378355a0,,A Jupiter-mass companion to a solar-type star,1,https://openalex.org/W1963760477,A Jupiter-mass companion to a solar-type star,0,openalex_id
