window_index,rolling_start,rolling_end,cumulative_start,cumulative_end,label,n_rolling_papers,n_cumulative_papers,n_cumulative_edges,new_nodes,new_edges,new_topics,new_edge_weight,edge_gain_rate,cross_comm_weight_gain,topic_birth_rate,anchor_citer_count,anchor_citer_reach,field_entropy,field_entropy_gain,paper_burst_yoy,intercommunity_edge_ratio,participation_mean,bridge_betweenness_top,partition_change,edge_turnover,modularity,modularity_delta,modularity_shift,topic_avg_shortest_path,hub_concentration,semantic_dispersion,path_gain,hub_gain,semantic_gain,Expansion_raw,Bridging_raw,Reconfiguration_raw,Compression_raw,B_proxy_raw,RTD_proxy_raw,RS_proxy_raw,Uzzi_proxy_raw,DeltaQ_directionality_raw,BurtIP_proxy_raw,PDE_proxy_raw,Expansion_raw_non_event_z,Bridging_raw_non_event_z,Reconfiguration_raw_non_event_z,Compression_raw_non_event_z,new_edge_weight_non_event_z,edge_gain_rate_non_event_z,cross_comm_weight_gain_non_event_z,topic_birth_rate_non_event_z,anchor_citer_reach_non_event_z,field_entropy_gain_non_event_z,paper_burst_yoy_non_event_z,Expansion_index,Bridging_index,Reconfiguration_index,Compression_index
1,1995,2005,1995,2005,"1-11
1995-2005",59,60,561,60,561,4,1221.2120105775612,1221.2120105775612,786.7368225872337,1.0,1,0.01694915254237288,0.48336206935923,0.0,0.0,0.7771836007130125,0.5792124679137131,0.05542644574674895,0.0,0.0,0.15902101325245036,0.0,0.0,0.09191941380607616,0.5497511254392213,0.9277668973238034,0.0,0.0,0.0,12.0518136265011,0.5996301309883182,0.0,0.0,0.5996301309883182,0.5792124679137131,0.075,0.0,0.0,0.17200154861106298,0.0,-7.21117512438449,-2.0968077738210407,-2.879427218398875,-0.4342565378487562,-2.2197867912135587,228.21904829129298,-2.04469589116573,2.986297194927282,0.0,-1.1128060141335112,-0.6323967717044571,0.0,0.0,0.0,21.111638918531703
2,2006,2010,1995,2010,"1-16
1995-2010",227,287,10018,227,9457,8,16686.5984401667,13.663965221137094,10645.988302645943,0.7272727272727273,0,0.0,0.5055949850263531,0.022232915667123154,7.464406779661017,0.7459572769015772,0.6829917316897811,0.016376980311090323,0.5695304071319062,0.9440007985625873,0.2089258815648487,0.04990486831239835,0.04990486831239835,0.04654780594201704,0.6460079495875516,0.9384891498917346,0.04537160786405912,0.09625682414833026,-0.010722252567931245,16.78118642949448,0.6144822915888755,1.0914356747255982,0.13090617944445812,0.6144822915888755,0.6829917316897811,0.5671451572448927,0.7559540201241877,0.04990486831239835,0.2746053601655836,0.4553286670618167,-1.5175653488299292,-1.599229598346076,1.2898756287465785,1.6187491772078801,-1.5999755484936853,1.705230412846723,-1.5524855995289726,1.4300202048514983,0.0,-0.9129489950437557,1.7280407295137528,68.52320374136973,16.019840772375353,100.0,100.0
3,2011,2015,1995,2015,"1-21
1995-2015",346,633,44126,346,34108,9,54320.973205747025,3.033367666871301,37882.07738299156,0.5294117647058824,0,0.0,0.7417921601442627,0.2361971751179096,0.5242290748898679,0.7778407288220097,0.771640762416939,0.009849997378821775,0.5188764032434012,0.772968317998459,0.2018240061981318,-0.007101875366716914,0.007101875366716914,0.008403725808936014,0.5845697779797607,0.9502273997503919,0.03814408013308102,-0.06143817160779086,-0.011738249858657346,18.589226431007987,0.6604721308637568,0.9124624376093476,-0.03503234133336718,0.6604721308637568,0.771640762416939,0.8524972125226506,0.8645168535934958,-0.007101875366716914,0.6847964889311635,0.8167985159269665,0.6591026061038411,-0.05847462455972312,0.6061948179106809,-0.983669844954958,-0.09169066349327368,-0.288874291811443,-0.19275931844198327,0.30095650616906694,0.0,1.0104271255617745,-0.4666220485247581,94.71963581748788,65.62541144625355,83.60203525862879,0.0
4,2016,2020,1995,2020,"1-26
1995-2020",366,999,95715,366,51589,8,78214.06190776885,1.0828655550915838,61662.903035996926,0.4,0,0.0,0.9752569171808187,0.233464757036556,0.05780346820809257,0.8185759807762628,0.8059653551410209,0.006435359281443797,0.3092430303874686,0.5389855299587316,0.19837054403011622,-0.003453462168015564,0.003453462168015564,0.004431102870366511,0.572495208542504,0.955363623534784,0.003972622938569504,-0.01207456943725671,-0.005136223784392047,18.953669559629486,0.6923411685797053,0.58218925753485,-0.013238170283079253,0.6923411685797053,0.8059653551410209,0.869539488196015,0.7542343903419938,-0.003453462168015564,1.0,1.0,1.0978493588317544,1.0092042180895755,-0.6554543492439342,-0.641871177305757,0.865880301075876,-0.6547526366261106,0.9944674354047451,-0.4375121832394421,0.0,0.9858647631248129,-0.6141178276320853,100.0,100.0,53.341600519079634,13.133882927321071
5,2021,2024,1995,2024,"1-30
1995-2024",279,1278,145816,279,50101,3,77213.63597997148,0.5132423259499993,56781.65498202119,0.25,0,0.0,0.978534515716727,0.003277598535908255,-0.04713114754098369,0.8134978328852801,0.7846844415676129,0.0012404935518434642,0.2559814445576296,0.34359055247709447,0.19960005932573516,0.0012295152956189326,0.0012295152956189326,0.0035541021410293214,0.6028357127522581,0.9584584796510438,0.0008770007293371893,0.030340504209754093,-0.0030948561162598143,17.842900170724988,0.681574545024081,0.4290062360917958,0.02812264882283147,0.681574545024081,0.7846844415676129,0.55,0.6378729283162757,0.0012295152956189326,0.9157180196107527,0.8983620122180422,-0.23938661610567472,0.6485000048162348,-1.2406160974133242,0.006791845052835157,0.8257859109110816,-0.7616034844091694,0.7507774825662111,-1.2934645277811232,0.0,-1.0833428936428315,-0.6473008533569093,83.90622175155977,88.38690210428135,39.30659827475896,38.05927030093074
