community,label,n_papers,cited_by_count,first_year,anchor_labels,x,y
1,Planetary / Exoplanets,130,10463,2002,,0.06381051864236675,-1.0
2,Planetary / Stellar,116,6024,2016,,-0.7769983428485348,0.5659754137171626
4,Planetary / Stellar,113,12483,1999,,0.4506399771021612,-0.21251924735149597
5,Planetary / Stellar,99,6905,2004,,-0.25319640473597604,-0.06201370809981577
6,Planetary / Stellar,77,2500,2005,,-0.15780225691595606,0.944688086554935
7,Corot / Planetary,70,4994,2007,,1.0,1.0
0,Planetary / Galactic,58,9629,1995,Mayor/Queloz 1995,-1.0,-0.5538511954487533
3,Planetary / Stellar,54,3032,2005,,0.4357459761485285,0.664982981014639
