snapshot_index,rolling_start,rolling_end,cumulative_start,cumulative_end,n_cumulative_papers,n_rolling_papers,new_nodes,new_edges,new_edge_weight,edge_gain_rate,cross_community_edge_weight,cross_display_edge_weight,hidden_node_ratio,displayed_topics,new_display_topics,display_saturation,topic_birth_rate,anchor_citer_count,anchor_citer_reach,field_entropy,field_entropy_gain,paper_burst_yoy
1,2010,2014,2010,2014,193,193,193,12448,29642.960570983927,29642.960570983927,25205.91707961431,2522.196854953195,0.5854922279792747,7,7,1.0,1.0,3,0.015544041450777202,0.20940149368903188,0.0,0.0
2,2015,2016,2010,2016,518,325,325,43638,72352.9253934233,2.4408130631947103,54604.69441460637,4587.714808237201,0.5791505791505791,8,1,1.0,0.125,0,0.0,0.6418705490991332,0.43246905541010133,3.209844559585492
3,2017,2018,2010,2018,773,255,255,44021,64810.041693725514,0.6354181943804158,44431.945854332436,6160.084247697007,0.5510996119016818,8,0,1.0,0.0,0,0.0,0.677380612578601,0.035510063479467835,-0.2153846153846154
4,2019,2021,2010,2021,984,211,211,41664,57064.64644899807,0.34210202988664856,39417.857887780374,7360.331816250373,0.5203252032520325,8,0,1.0,0.0,0,0.0,0.9664819119056838,0.28910129932708273,-0.4483660130718955
5,2022,2024,2010,2024,1028,44,44,8229,10919.214776746805,0.04877467626230146,7919.398321268155,1336.0700283481901,0.5126459143968871,8,0,1.0,0.0,0,0.0,0.9444182118508996,-0.022063700054784197,-0.7914691943127962
