community,label,n_papers,cited_by_count,first_year,anchor_labels,x,y
7,Editing / Cas9,168,75962,2013,,-1.0,0.8334371934370355
3,Editing / Base,87,57897,2015,,-0.1456593660540193,0.07743752806122495
4,Cancer / Screening,81,58039,2013,,-0.7086970689834762,-0.6778883596701506
6,Cas9 / Editing,81,41548,2013,,1.0,0.5378285657566253
5,Editing / Cas9,81,43183,2013,,0.7619128607939158,-0.30308383284886375
1,Multiplex / Cas,1,15705,2013,Cong/Mali 2013,0.3434787020661332,1.0
2,Rna-Guided / Cas9,1,9379,2013,Mali 2013,-0.9428874019621258,0.02273234593217044
0,Programmable Dual-Rna / Programma…,1,17234,2012,Jinek 2012,0.8611268461134209,-1.0
