community,label,n_papers,cited_by_count,first_year,anchor_labels,x,y
1,Graphene / Applications,213,510296,2005,,-0.42605607552102664,0.06208189260689467
2,Materials / Applications,140,61451,2005,,0.5693060379879151,0.48022183895590653
4,Materials / Applications,133,30457,2013,,-0.2225200510566694,1.0
5,Materials / Supercapacitor,112,53386,2012,,0.29911102335451756,-0.13716525269625768
6,Materials / Applications,94,28384,2009,,-0.1332858170070923,-0.6014024684497794
3,Graphene / Applications,88,33962,2014,,1.0,0.9723181619838526
7,Applications / Materials,82,39095,2014,,-1.0,0.737313610272933
0,Tellurium / Semiconductor,5,66505,2004,Novoselov 2004,-0.4843298496734373,-1.0
