snapshot_index,rolling_start,rolling_end,cumulative_start,cumulative_end,n_cumulative_papers,n_rolling_papers,new_nodes,new_edges,new_edge_weight,edge_gain_rate,cross_community_edge_weight,cross_display_edge_weight,hidden_node_ratio,displayed_topics,new_display_topics,display_saturation,topic_birth_rate,anchor_citer_count,anchor_citer_reach,field_entropy,field_entropy_gain,paper_burst_yoy
1,2004,2012,2004,2012,137,137,137,6488,17993.297939095348,17993.297939095348,3584.190637510595,1017.2585870696369,0.13868613138686137,5,5,0.8,1.0,1,0.0072992700729927005,1.1665089338829642,0.0,0.0
2,2013,2015,2004,2015,375,238,238,15829,28009.672801636127,1.5566725397670136,22233.587907742563,2586.965078302827,0.4693333333333334,8,3,1.0,0.375,0,0.0,1.5595571385096716,0.3930482046267074,4.211678832116788
3,2016,2018,2004,2018,874,499,499,47467,76962.95004489657,1.6729995651510494,57851.742361259116,7437.905910275823,0.5091533180778032,8,0,1.0,0.0,0,0.0,1.7918049789445631,0.23224784043489155,1.096638655462185
4,2019,2021,2004,2021,1398,524,524,56315,87824.4391806718,0.7142177167427685,59737.96736357534,13067.779041906193,0.4678111587982833,8,0,1.0,0.0,0,0.0,2.1975911749875805,0.40578619604301736,0.05010020040080154
5,2022,2024,2004,2024,1628,230,230,23400,35657.18646017871,0.16915947420855207,23361.546555171688,4703.036579990786,0.46867321867321865,8,0,1.0,0.0,0,0.0,2.435501672719917,0.23791049773233652,-0.5610687022900762
