community,label,n_papers,cited_by_count,first_year,anchor_labels,x,y
1,Language / Computer,478,140398,2014,,-1.0,0.2420570958938586
2,Translation / Machine,447,53221,2002,,0.708339979358378,0.3697162626193906
3,Language / Speech,409,55266,2002,,-0.3231429964706747,-1.0
4,Learning / Image,316,385782,2008,,0.12290223808013345,-0.22633174849525994
5,Translation / Machine,309,159703,2007,,0.5441020670560486,-0.8406438559644366
7,Sequence / Rna,301,101613,2002,,0.2734331793759972,1.0
6,Word / Language,299,94091,2003,,-0.17251205629109057,0.4189156346139986
0,Language / Processing,254,172041,2012,GPT-3 2020; GPT-3 2020,1.0,-0.27461402905946586
