horizon,outer_fold_id,selection_model_id,parameter_id,inner_expected_spearman,inner_uptake_brier,selection_objective,complexity,selected
3,6,primary,large_regularized,0.8199919499713787,0.09080238634043558,0.8109117113373352,63,True
3,6,primary,medium_flexible,0.8200537795503537,0.09149443405664236,0.8109043361446895,31,False
3,6,primary,medium,0.8182965082970973,0.09092314263005444,0.8092041940340918,31,False
3,6,primary,medium_slow,0.8180452258118961,0.09090427129582403,0.8089547986823137,31,False
3,6,primary,shallow_smooth,0.8153578006441896,0.09087300181701122,0.8062705004624885,15,False
3,6,primary,compact,0.8142590399603412,0.09105412748988653,0.8051536272113525,15,False
