delta,label,primary_candidate,active,nonzero_rate,global_mad,z_cap_hit_rate,control_mad_zero_rate,scale_floor_use_rate,reliability_weight,drop_reasons
community_reach,Community reach,1,1,0.8731535309253788,0.0,0.24516344229486325,0.8618126369960927,0.8618126369960927,0.0,low_reliability_weight;best_available_for_mechanism_balance
field_entropy,Field entropy,1,0,0.8731535309253788,0.0,0.11660154388640045,0.9236157438292195,0.9236157438292195,0.0,low_reliability_weight
cross_community_adoption,Cross-community adoption,1,1,0.22329171828838273,0.0,0.13732964833698658,0.9153245020489851,0.9153245020489851,0.0,low_reliability_weight;best_available_for_mechanism_balance
path_shortening,Path shortening,0,0,0.017821404746021157,0.0,0.01720194415324502,0.9988563804441056,0.9988563804441056,0.0,low_reliability_weight;diagnostic_or_consolidation_outcome
modularity_shock,Modularity shock −ΔQ,0,1,0.19603545220623272,0.0,0.09001238921185552,0.9800343085866768,0.997188601925093,0.0,low_reliability_weight;diagnostic_or_consolidation_outcome;best_available_for_mechanism_balance
partition_change,Partition divergence,1,0,0.29657867149528255,0.0,0.118364624035071,0.8603354617363957,0.8707233393691032,0.0,low_reliability_weight
boundary_mixing,Boundary mixing ↑,1,0,0.34732678928809685,0.0,0.13280282092823786,0.8323167826169827,0.8833508052987706,0.0,low_reliability_weight
post_perturbation_concentration,Compression diagnostic,0,0,0.8731535309253788,0.0,0.23306013532831413,0.8618126369960927,0.8618126369960927,0.0,low_reliability_weight;diagnostic_or_consolidation_outcome
hub_formation,Hub formation ↑,0,0,1.0,0.0,0.007624130372629372,1.0,1.0,0.0,low_reliability_weight;diagnostic_or_consolidation_outcome
