w_B,w_RS,w_DeltaQ0,w_Uzzi,w_RTD,w_BurtIP,w_PDE,cv_spearman,cv_spearman_delta_vs_equal
0.11163094,0.24148198,0.29464826,0.10183296,0.07304281,0.12912485,0.04823821,0.19695462304802885,0.01542700824252724
0.07505641,0.22315839,0.17465429,0.02188736,0.22954824,0.25846888,0.01722644,0.18676260948757942,0.005234994682077804
0.26024,0.11359401,0.03181069,0.08500188,0.10653123,0.26438054,0.13844165,0.1028102179838836,-0.07871739682161802
0.27293275,0.18000944,0.25391921,0.05129319,0.04592827,0.12194794,0.0739692,0.15558072887643498,-0.025946885929066632
0.21526149,0.48583315,0.02896844,0.01922508,0.02438952,0.21961862,0.0067037,0.12647841768548082,-0.05504919712002079
0.14809523,0.1413813,0.05717107,0.16671544,0.40386366,0.0148945,0.0678788,0.22201687633698164,0.040489261531480025
0.00978079,0.08252949,0.25088456,0.23772729,0.03651935,0.00350876,0.37904977,0.23655497662607516,0.05502736182057355
0.1451466,0.1031919,0.19019695,0.00725487,0.3049001,0.05726305,0.19204653,0.2294618163703233,0.0479342015648217
0.0637391,0.11496129,0.67267825,0.03520668,0.01781156,0.07638699,0.01921612,0.1747915241230704,-0.006736090682431223
0.33352502,0.35089293,0.08361629,0.02809745,0.08208316,0.12015482,0.00163033,0.13313025320978986,-0.04839736159571176
0.22355817,0.09908089,0.05790374,0.00581814,0.09485432,0.33402007,0.18476467,0.10505607414516432,-0.07647154066033729
0.02092322,0.11302935,0.07561716,0.01524548,0.6011134,0.16409038,0.00998101,0.22402601513173648,0.042498400326234864
0.29539236,0.07413278,0.50833587,0.05856775,0.00572236,0.04464028,0.01320859,0.1622737156986865,-0.019253899106815103
0.12324645,0.27718101,0.05936998,0.35637615,0.15247218,0.01737679,0.01397745,0.20242758488801563,0.020899970082514013
0.28415792,0.01839354,0.29379862,0.02850998,0.00439222,0.275702,0.09504572,0.10905909944105321,-0.0724685153644484
0.09352249,0.30319225,0.14579899,0.0626807,0.02092935,0.07173511,0.3021411,0.1900130550492449,0.008485440243743286
0.09580394,0.32844215,0.10436649,0.04409137,0.01451065,0.30282793,0.10995748,0.14055056783680422,-0.04097704696869739
0.11756815,0.01664763,0.11239451,0.52730674,0.09353436,0.07213849,0.06041011,0.16120485917535715,-0.020322755630144462
0.01826005,0.11868418,0.00906145,0.47557122,0.07858916,0.23197703,0.06785691,0.11824101592767106,-0.06328659887783056
0.25647563,0.16961,0.16411646,0.00783753,0.03808603,0.30563508,0.05823927,0.1064060897188274,-0.07512152508667422
0.17884361,0.47417604,0.03067043,0.20561485,0.01692362,0.01841431,0.07535715,0.15565692623752603,-0.025870688567975586
0.11922186,0.12215263,0.0925205,0.00643729,0.40643694,0.02203876,0.23119202,0.23112039037776524,0.04959277557226363
0.15393583,0.00671864,0.07343644,0.54822285,0.0384852,0.11184341,0.06735763,0.10011799174446297,-0.08140962306103865
0.18364226,0.49876761,0.02335546,0.0228112,0.02503055,0.10453771,0.14185521,0.14783012098826387,-0.033697493817237745
0.00372299,0.12889486,0.33379597,0.00888987,0.22046939,0.2793231,0.02490381,0.1977770730630988,0.016249458257597188
0.04820787,0.28420927,0.46639744,0.01486218,0.09967604,0.03332835,0.05331886,0.22594764540104437,0.04442003059554275
0.09461032,0.22444489,0.13807824,0.30660472,0.03171252,0.00132986,0.20321945,0.20761228067147608,0.026084665865974466
0.60225472,0.10055073,0.12047548,0.08373277,0.05665422,0.02932957,0.00700251,0.0754425463151927,-0.10608506849030891
0.18994717,0.15703316,0.0596405,0.09235252,0.36136222,0.03021415,0.10945028,0.20982977624699903,0.028302161441497414
0.30690331,0.02416538,0.04299207,0.15640336,0.09974994,0.23469395,0.13509199,0.08749490998423735,-0.09403270482126426
0.07800321,0.06451852,0.01275973,0.0594186,0.01625635,0.01542633,0.75361725,0.153466252356396,-0.02806136244910562
0.22929123,0.10310681,0.19389291,0.26982088,0.07644671,0.09995451,0.02748695,0.15127175249791533,-0.030255862307586284
0.07275597,0.10400621,0.05968403,0.20920564,0.06612463,0.47699672,0.0112268,0.074102089561713,-0.10742552524378861
0.07839855,0.08337394,0.0572786,0.05571556,0.0142309,0.20082687,0.51017558,0.15366309891441865,-0.027864515891082964
0.27079972,0.17009334,0.04527442,0.08286623,0.0219956,0.04764769,0.36132299,0.15003534636537488,-0.03149226844012673
0.06418221,0.05108043,0.03338764,0.78094382,0.02927615,0.01344321,0.02768653,0.11045117435920748,-0.07107644044629413
0.62688164,0.00021869,0.01027772,0.13652016,0.08128854,0.04419577,0.10061747,0.05359389139667745,-0.12793372340882417
0.01356185,0.12781029,0.27166239,0.12419798,0.01098468,0.06998301,0.38179981,0.21612152236890225,0.03459390756340064
0.04629852,0.1117786,0.0106699,0.02395679,0.62006333,0.07272211,0.11451074,0.21375186947351804,0.03222425466801643
0.25228554,0.11766465,0.29895842,0.12987029,0.06623615,0.10003723,0.03494773,0.1616808540805028,-0.019846760724998802
0.08675342,0.19773837,0.05233985,0.10585115,0.29819398,0.06639202,0.19273121,0.21082015589611275,0.029292541090611135
0.0072538,0.16858469,0.19878452,0.32716038,0.01591471,0.13239555,0.14990636,0.20301346187764888,0.021485847072147263
0.05377599,0.41066418,0.17220508,0.06227006,0.16744834,0.06870209,0.06493426,0.22242175200516145,0.04089413719965984
0.26447907,0.10974533,0.00605374,0.02763102,0.09162604,0.44253187,0.05793292,0.06103785449477301,-0.12048976031072861
0.16915922,0.03179482,6.792e-05,0.18054642,0.10893624,0.25966911,0.24982627,0.11484877855828454,-0.06667883624721707
0.20122328,0.04191934,0.01265656,0.01025793,0.61080691,0.12248805,0.00064793,0.19703434712008278,0.015506732314581162
0.22327594,0.30749806,0.00123977,0.01252024,0.11009901,0.34510964,0.00025734,0.09726908346051068,-0.08425853134499094
0.00798761,0.21525122,0.11384006,0.20469158,0.43790721,0.01586511,0.00445721,0.2732868032656627,0.09175918846016107
0.2876273,0.17111676,0.1027684,0.13145838,0.02180426,0.16308815,0.12213675,0.1180928096789888,-0.06343480512651281
0.20684835,0.11048943,0.17820471,0.08838992,0.05478957,0.15806064,0.20321738,0.15929066477327417,-0.022236950032227448
0.05633513,0.13665609,0.27691492,0.24317448,0.11921876,0.13742145,0.03027916,0.20316869398857124,0.021641079183069623
0.09922897,0.03968807,0.25141986,0.11318063,0.43261327,0.05616249,0.00770671,0.2614723446555631,0.07994472985006151
0.06794061,0.26519949,0.0908976,0.04201394,0.27097819,0.23004215,0.03292802,0.1882590771733307,0.006731462367829094
0.4104968,0.16180405,0.04522988,0.01089462,0.11844724,0.13961743,0.11350998,0.10764097003060888,-0.07388664477489273
0.178869,0.06689817,0.06130811,0.00493693,0.54910193,0.09046555,0.04842031,0.2124582695494473,0.030930654743945685
0.14798123,0.03824853,0.11616343,0.04419095,0.38704464,0.24820046,0.01817075,0.17770651516554561,-0.0038210996399559993
0.14123205,0.00457025,0.06833646,0.04959667,0.2823404,0.2517693,0.20215487,0.16483612807359233,-0.01669148673190929
0.12584955,0.37732117,0.12424619,0.02576889,0.04650548,0.07762572,0.22268299,0.18357076088416147,0.002043146078659852
0.13128836,0.09234015,0.34177268,0.08185172,0.05248502,0.26676256,0.03349951,0.15153823670335842,-0.029989378102143194
0.03342914,0.0340409,0.11199588,0.02336138,0.46170116,0.3189462,0.01652534,0.1941734788605145,0.01264586405501289
0.10018745,0.07475055,0.21843861,0.06560346,0.17862466,0.03605135,0.32634393,0.22915858230462977,0.04763096749912815
0.01054772,0.28703312,0.00903372,0.05834658,0.53581528,0.08776044,0.01146315,0.20974429205006295,0.02821667724456134
0.15619145,0.18651909,0.11532515,0.07249081,0.04924463,0.29059431,0.12963454,0.12950452126080214,-0.05202309354469947
0.01710412,0.11357914,0.178328,0.35793985,0.18762507,0.11829543,0.02712838,0.2273863154215635,0.0458587006160619
0.03042497,0.12030923,0.11706402,0.16563457,0.13417644,0.04085755,0.39153322,0.22573047698144055,0.04420286217593894
0.19063907,0.20999889,0.07896343,0.30493855,0.17012618,0.02053966,0.02479423,0.19212334039805268,0.010595725592551064
0.00328366,0.11240045,0.08051924,0.01368626,0.40908135,0.0817898,0.29923923,0.233290880209093,0.051763265403591385
0.39586117,0.33160119,0.13219188,0.06264168,0.05236092,0.00266714,0.02267602,0.1471801101996378,-0.034347504605863804
0.10737427,0.01928188,0.09116301,0.52464377,0.14947073,0.06288399,0.04518236,0.18179178265892443,0.00026416785342281424
0.12661077,0.12433169,0.24625012,0.03610317,0.32478497,0.0965487,0.04537058,0.23042010232971985,0.04889248752421824
0.66556669,0.00566241,0.06683049,0.17796787,0.02505597,0.04779617,0.01112041,0.04083467315374214,-0.14069294165175947
0.3679582,0.13741189,0.04617769,0.08344307,0.11565819,0.13207589,0.11727506,0.11257754934685263,-0.06895006545864898
0.17194904,0.14363253,0.09214808,0.13586414,0.18012859,0.1386696,0.13760803,0.1754923269816166,-0.006035287823885016
0.52557982,0.12646611,0.15684767,0.0453925,0.01560143,0.00813989,0.12197258,0.10709168430476389,-0.07443593050073773
0.10252777,0.04943558,0.1690776,0.17116928,0.11376177,0.21301313,0.18101487,0.17143322541049155,-0.010094389395010062
0.01081894,0.16045142,0.08348994,0.19302682,0.00591838,0.05974571,0.4865488,0.18570037469310355,0.0041727598876019345
0.25624661,0.00758764,0.1731429,0.03367484,0.29757284,0.1901458,0.04162937,0.15851551251610857,-0.023012102289393044
0.30117753,0.14015476,0.07584142,0.01713635,0.03850722,0.08129644,0.34588628,0.14853482220008946,-0.03299279260541216
0.09811533,0.08770286,0.04825816,0.22081429,0.12136875,0.01651,0.40723061,0.19693471682415567,0.015407102018654056
0.22008729,0.23108569,0.04584565,0.05127614,0.08747035,0.25629087,0.107944,0.12069154910325075,-0.06083606570225086
0.11183481,0.00894545,0.51162737,0.22339134,0.08547234,0.00513171,0.05359698,0.186188192209016,0.004660577403514388
0.00259613,0.16063857,0.23471813,0.22438221,0.09555814,0.11533496,0.16677187,0.22181954387122954,0.04029192906572793
0.09043678,0.09103663,0.24191077,0.18176294,0.0916443,0.16288393,0.14032464,0.19094408123123366,0.009416466425732045
0.04679836,0.13187084,0.11322349,0.38181487,0.0279919,0.19797269,0.10032783,0.15338017269961968,-0.028147442105881937
0.03217418,0.10645985,0.08534972,0.3374113,0.01108725,0.41979486,0.00772283,0.0783142461258354,-0.10321336867966621
0.13002829,0.02929298,0.06659896,0.04073141,0.15844846,0.55178232,0.02311758,0.07159648156004049,-0.10993113324546112
0.10429869,0.2837661,0.14216397,0.30133612,0.05874365,0.02915456,0.08053691,0.20585592132556177,0.024328306520060156
0.14597191,0.16453992,0.43629754,0.01627088,0.07062485,0.12462368,0.04167122,0.18270119339372265,0.0011735785882210359
0.24522524,0.05048293,0.04392304,0.19803306,0.14148355,0.29931488,0.02153728,0.08248038019736302,-0.09904723460813859
0.08301956,0.00666019,0.10256306,0.27451234,0.07149032,0.18963183,0.2721227,0.16298641314040502,-0.018541201665096596
0.05595715,0.09003352,0.35357771,0.09201159,0.04319391,0.00845545,0.35677066,0.23058682313902112,0.04905920833351951
0.21010561,0.09972157,0.48178629,0.01410322,0.03168103,0.13052371,0.03207857,0.16694556173975686,-0.014582053065744754
0.25202872,0.03635683,0.17729794,0.17043163,0.03417062,0.22847128,0.10124298,0.10862469519209714,-0.07290291961340448
0.13393545,0.14981696,0.0062227,0.15300875,0.08277137,0.24974955,0.22449522,0.1288454007969474,-0.05268221400855422
0.08251233,0.02371648,0.10501686,0.25906361,0.27582592,0.16068689,0.09317791,0.2005422664327281,0.019014651627226486
0.039793,0.06618386,0.0264463,0.13434097,0.61316973,0.0812424,0.03882375,0.22188645233023804,0.04035883752473643
0.14133904,0.03170524,0.07870366,0.22712819,0.06036377,0.32687677,0.13388334,0.09769850214264628,-0.08382911266285534
0.01317845,0.13166012,0.24739208,0.20314184,0.02629364,0.05838071,0.31995317,0.21866060570085935,0.03713299089535774
0.04633695,0.03049947,0.25018445,0.04910907,0.21870954,0.12456296,0.28059756,0.22856846352642599,0.04704084872092437
0.26051056,0.08711031,0.07688477,0.17409228,0.01461808,0.11596617,0.27081784,0.13333495869071074,-0.04819265611479087
0.12673635,0.15913189,0.18323489,0.25505061,0.22559187,0.00223494,0.04801945,0.24084576016010162,0.059318145354600005
0.10362947,0.03483002,0.18193231,0.19653383,0.14057279,0.17765499,0.16484659,0.1845667084715949,0.0030390936660932844
0.39604877,0.05311823,0.03945698,0.03191245,0.01730648,0.0395521,0.42260497,0.12914203303608057,-0.05238558176942104
0.10510415,0.0719718,0.583986,0.03363698,0.05809266,0.07710534,0.07010307,0.18003154956495562,-0.0014960652405459907
0.33026569,0.02868658,0.41172195,0.00103525,0.12500819,0.06579921,0.03748313,0.16371937916815602,-0.0178082356373456
0.04882884,0.0242898,0.0809016,0.01375057,0.43559192,0.22351742,0.17311984,0.20585421623490424,0.024326601429402628
0.05683246,0.00298536,0.00156643,0.13745033,0.07786343,0.08585722,0.63744478,0.1609393624991905,-0.020588252306311117
0.23965377,0.03174245,0.07115858,0.11874043,0.1824004,0.14381536,0.21248901,0.15378686857794793,-0.02774074622755368
0.04894591,0.21738067,0.27820028,0.29264934,0.09957312,0.01106197,0.05218871,0.23816878040347603,0.05664116559797441
0.27320447,0.26887026,0.20012703,0.09020325,0.04061028,0.09107475,0.03590995,0.1587382475839236,-0.02278936722157801
0.11645581,0.10723897,0.02899142,0.03109945,0.3762684,0.3346608,0.00528516,0.1514036950846126,-0.030123919720889014
0.06004107,0.0729618,0.05506292,0.56623866,0.01665846,0.21445182,0.01458526,0.08347779387937981,-0.0980498209261218
0.03596024,0.11718475,0.03026501,0.33522372,0.17023652,0.00681908,0.30431069,0.22150870424734131,0.0399810894418397
0.07081228,0.18507376,0.19076883,0.09870008,0.11570966,0.33336122,0.00557418,0.149049335123004,-0.03247827968249761
0.01941626,0.38499653,0.11262461,0.05577604,0.108999,0.23283016,0.08535739,0.17914886889905765,-0.002378745906443963
0.23476401,0.06159474,0.06422549,0.37792241,0.06029184,0.07609984,0.12510167,0.1262429499341423,-0.0552846648713593
0.10063444,0.09594555,0.36182768,0.00555902,0.13792426,0.05678276,0.2413263,0.22560356058834832,0.04407594578284671
0.14187056,0.04022199,0.09239803,0.0153335,0.40273348,0.20383179,0.10361064,0.1929837635026928,0.011456148697191193
0.20535343,0.05482978,0.11818625,0.09002589,0.15047562,0.36427301,0.01685601,0.09721610203244029,-0.08431151277306133
0.16224125,0.08862863,0.12839718,0.28207356,0.02157431,0.12075666,0.19632842,0.15711811387450308,-0.02440950093099853
0.05219075,0.03682467,0.12638596,0.00609812,0.29936522,0.08843155,0.39070373,0.2291833500508205,0.04765573524531888
0.08849072,0.00417847,0.15675222,0.13273331,0.48045591,0.08922732,0.04816206,0.24591978115501842,0.0643921663495168
0.25949255,0.24445214,0.01388206,0.01109647,0.08241047,0.35122827,0.03743803,0.0858694792111419,-0.09565813559435972
0.0064477,0.16992179,0.24588775,0.04206802,0.49277442,0.00517347,0.03772685,0.2996440731292831,0.11811645832378148
0.11881869,0.17033224,0.55970701,0.02295289,0.03064413,0.06883665,0.02870839,0.18021239406571843,-0.001315220739783185
0.16506259,0.00112253,0.2352816,0.18989738,0.10938656,0.05820157,0.24104778,0.20366906478188068,0.02214144997637907
0.02344129,0.16859251,0.12068299,0.09540599,0.22560132,0.03959626,0.32667963,0.24596021621424535,0.06443260140874374
0.06582345,0.21650823,0.19894935,0.00340887,0.17220549,0.11295123,0.23015337,0.2158572227119458,0.03432960790644418
0.12395515,0.38356148,0.01759262,0.14311919,0.05965684,0.12616794,0.14594678,0.15231272636670437,-0.029214888438797243
0.14710952,0.00648788,0.44169404,0.04725306,0.03566526,0.15762672,0.16416351,0.17287002785840203,-0.008657586947099588
0.07504453,0.24394881,0.16652936,0.30655404,0.02570743,0.11354426,0.06867157,0.189617687444237,0.008090072638735374
0.52353257,0.00786557,0.2568652,0.03160773,0.06368614,0.08904852,0.02739428,0.09584093351072853,-0.08568668129477308
0.08172516,0.04267964,0.34147295,0.04482069,0.20040587,0.13533952,0.15355616,0.21402970524626383,0.032502090440762216
0.18455481,0.0210799,0.57280594,0.05724474,0.06024364,0.01546822,0.08860275,0.17962527214140195,-0.0019023426640996655
0.2224159,0.01842633,0.24880736,0.07207329,0.16398286,0.19293329,0.08136097,0.15576027194005873,-0.025767342865442883
0.02686665,0.39078217,0.03538854,0.05129308,0.47038361,0.00341929,0.02186666,0.2304701984734341,0.0489425836679325
0.04399713,0.25310314,0.02244352,0.04750361,0.28817422,0.13139302,0.21338535,0.19401588195809188,0.012488267152590271
0.04965717,0.01236646,0.05982525,0.54578001,0.07812979,0.16441953,0.08982179,0.12948236499754828,-0.05204524980795333
0.11225599,0.07913723,0.26399315,0.09359631,0.22735334,0.02929995,0.19436404,0.2391694646758635,0.05764184987036189
0.01053644,0.2533518,0.26770533,0.11124182,0.08572051,0.00178633,0.26965777,0.24734181086963064,0.06581419606412903
0.29458599,0.2116471,0.03016593,0.11203766,0.00305153,0.10848199,0.2400298,0.12565439310308124,-0.05587322170242037
0.08324594,0.27961615,0.04099509,0.1879346,0.24603214,0.03605499,0.12612109,0.21014792969172158,0.028620314886219966
0.07739536,0.58567147,0.03299432,0.22410924,0.01927329,0.02412676,0.03642954,0.16401446600187666,-0.01751314880362495
0.21688427,0.00499688,0.11137242,0.03006019,0.3460709,0.11146227,0.17915308,0.19643985394785102,0.014912239142349404
0.05177747,0.00380304,0.14383161,0.13724633,0.47036193,0.09384629,0.09913333,0.2486133208624318,0.06708570605693018
0.11681068,0.02061433,0.10410383,0.24842748,0.06935513,0.31157292,0.12911562,0.11020214333413242,-0.0713254714713692
0.20738166,0.05310713,0.02887623,0.28735842,0.18320011,0.19761755,0.04245889,0.11561405041089001,-0.0659135643946116
0.08877706,0.08477331,0.32975576,0.0800943,0.03793798,0.1703154,0.20834619,0.18824991938775762,0.006722304582256006
0.1968209,0.01734369,0.14968991,0.20068948,0.16031879,0.05279274,0.22234449,0.1962400981110843,0.014712483305582696
0.1497326,0.07579047,0.20070048,0.136113,0.24858994,0.12245667,0.06661683,0.20456758886357265,0.02303997405807104
0.07416741,0.26491937,0.17348207,0.01046771,0.02336975,0.20694796,0.24664573,0.17735114635931892,-0.004176468446182691
0.02502535,0.27703941,0.01535845,0.39280022,0.04495677,0.21998216,0.02483765,0.1319093475768237,-0.049618267228677904
0.18605929,0.06925102,0.27128361,0.06836627,0.14583974,0.18446442,0.07473565,0.16887732728965607,-0.012650287515845543
0.34124603,0.10626604,0.02960841,0.11755923,0.30104779,0.03699199,0.06728051,0.1625273048475262,-0.019000309957975414
0.26903003,0.11334621,0.02795752,0.04248249,0.01449548,0.11660629,0.41608198,0.13648446387409216,-0.045043150931409454
0.05720368,0.13728784,0.39699132,0.09003236,0.12600167,0.15140152,0.04108161,0.19670826111295928,0.015180646307457663
0.01396954,0.14875906,0.36331673,0.10785846,0.16774605,0.01790001,0.18045015,0.25638640028117765,0.07485878547567604
0.10433587,0.13255185,0.17440699,0.056424,0.0872275,0.00024714,0.44480666,0.21516172712111414,0.03363411231561253
0.48633214,0.23874436,0.01397949,0.03844858,0.10333223,0.08963656,0.02952664,0.09288854740571079,-0.08863906739979083
0.11404173,0.02576631,0.04490464,0.20527409,0.19587675,0.21376028,0.20037621,0.158502906673904,-0.023024708131597627
0.0350943,0.09924318,0.22023688,0.06068755,0.40856192,0.01042436,0.16575181,0.28593735032788303,0.10440973552238142
0.40979063,0.03939703,0.05570259,0.03688366,0.01105646,0.27183241,0.17533722,0.06475191780928098,-0.11677569699622063
0.11599502,0.13400244,0.00069966,0.07416779,0.06033996,0.58326716,0.03152796,0.053867529736917406,-0.1276600850685842
0.05569344,0.48919682,0.03218956,0.12484183,0.09363349,0.02685147,0.1775934,0.18798642911830435,0.006458814312802735
0.00503661,0.16279148,0.09673209,0.00498266,0.31084359,0.32368832,0.09592525,0.18548933948608412,0.003961724680582507
0.2802381,0.16549872,0.11080237,0.01085259,0.0699907,0.24593372,0.1166838,0.11541580685736559,-0.06611180794813602
0.43025956,0.30146597,0.05474455,0.01317368,0.0567449,0.08260078,0.06101056,0.11372151578073444,-0.06780609902476717
0.03761941,0.13384201,0.01433789,0.23158325,0.17383003,0.15826718,0.25052023,0.17509321715786713,-0.006434397647634482
0.72217326,0.11939437,0.07878703,0.02555244,0.01394408,0.01516934,0.02497949,0.05521664750447537,-0.12631096730102626
0.07756541,0.16710341,0.11649397,0.0265204,0.10470677,0.1400616,0.36754845,0.1876387345077954,0.006111119702293777
0.09959969,0.14747494,0.53998838,0.08748763,0.00692462,0.00765371,0.11087103,0.186325918284154,0.004798303478652399
0.01088752,0.00796778,0.04571632,0.0796643,0.11855014,0.17772152,0.55949242,0.1750705922051977,-0.006457022600303924
0.27923276,0.05295801,0.2612029,0.32002372,0.04258356,0.03851101,0.00548804,0.14467856201306067,-0.03684905279244094
0.16815556,0.05551142,0.31443544,0.08625942,0.03818846,0.20251391,0.1349358,0.15869682117336154,-0.02283079363214008
0.20920158,0.17588469,0.00239165,0.18468401,0.13148725,0.15775168,0.13859914,0.1357405431472773,-0.04578707165822432
0.07282204,0.24765954,0.02782319,0.08617277,0.00051415,0.36558269,0.19942561,0.11587561644026266,-0.06565199836523895
0.05728657,0.07507923,0.11511303,0.33991256,0.24015023,0.04028284,0.13217554,0.24415480795564543,0.06262719315014381
0.34200782,0.20991407,0.1074882,0.15340016,0.06396448,0.0550022,0.06822307,0.13661732104385016,-0.044910293761651454
0.17778109,0.02722026,0.09367709,0.04971199,0.35921811,0.0304325,0.26195895,0.21918684121049134,0.037659226404989726
0.17603963,0.40209823,0.11426973,0.01628586,0.1120553,0.09734764,0.08190361,0.1806577301588948,-0.0008698846466068111
0.45895517,0.19626092,0.03655752,0.11911989,0.02613682,0.05351171,0.10945798,0.09573287980917672,-0.0857947349963249
0.03805156,0.0557246,0.62153604,0.01279783,0.08682859,0.04827972,0.13678167,0.18983958993073177,0.008311975125230159
0.50782212,0.02717276,0.18633232,0.12101297,0.01221873,0.03962726,0.10581383,0.09422394549547161,-0.08730366931003
0.07084508,0.07860545,0.19416233,0.02237124,0.28576556,0.09142677,0.25682358,0.23464104213626208,0.053113427330760465
0.04469963,0.00416286,0.09468045,0.05821628,0.10179392,0.48856448,0.20788239,0.10645928280591521,-0.0750683319995864
0.1542676,0.24372477,0.03586467,0.05920898,0.17868134,0.00333106,0.32492158,0.19221524660240166,0.010687631796900049
