group,betweenness,rao_stirling,delta_q,uzzi_novelty_p10,rtd_rtd,burt_innovation_potential,pde_pde_norm
before_baseline,0.0015321723141594405,0.10392735700864363,0.5460248695621696,-9.130228728745683,0.10505158672622789,0.5466660814599639,0.20705833077022126
after_post_event,0.00027755271378631047,0.4462828265618002,0.5042519694132258,-13.221837518164314,0.136740007524164,0.8450681488009407,0.7612642375674686
