snapshot_index,rolling_start,rolling_end,cumulative_start,cumulative_end,n_cumulative_papers,n_rolling_papers,new_nodes,new_edges,new_edge_weight,edge_gain_rate,cross_community_edge_weight,cross_display_edge_weight,hidden_node_ratio,displayed_topics,new_display_topics,display_saturation,topic_birth_rate,anchor_citer_count,anchor_citer_reach,field_entropy,field_entropy_gain,paper_burst_yoy
1,2000,2009,2000,2009,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2010,2014,2000,2014,193,193,193,12448,29642.96057098395,29642.96057098395,25205.917079614417,2522.196854953189,0.5854922279792747,7,7,1.0,1.0,3,0.015544041450777202,0.20940149368903188,0.20940149368903188,38599999999.0
3,2015,2019,2000,2019,864,671,671,103719,159139.943659703,5.368557680958404,113583.63149580144,13097.47661807984,0.5393518518518519,8,1,1.0,0.125,0,0.0,0.7892097981033045,0.5798083044142726,2.4766839378238337
4,2020,2024,2000,2024,1028,164,164,33833,46006.88465325667,0.24370260030015464,32790.264982137705,6346.724282452615,0.5126459143968871,8,0,1.0,0.0,0,0.0,0.9052034589544987,0.11599366085119422,-0.7555886736214605
